total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
53506.24999999965,278.67838541666487,58.854166666666664,0.08374597790147705,22166.250000000015,898,406,492,1172.9125615763542,-859.1387195121956,11296.249999999998,-5038.750000000005,1.12658321430578
