date,reentry,underlying_price,ATM Strike,CE Entry,PE Entry,CE Exit,PE Exit,gross_pnl,PnL,ExitReason,EntryTime,ExitTime,expiry,weekday,trading_dy_typ,CumulativePnL,ce_sell_exp,pe_sell_exp,ce_buy_exp,pe_buy_exp,tt_exp,net_PnL
20-03-25,1,23036.1,23050,60.75,53.55,31.25,81.95,82.5,-2.5,StopLoss,20-03-25 9:27,20-03-25 10:06,20-03-25,Thursday,0,-781.25,7.40390625,6.52640625,1.2890625,3.3804375,18.5998125,63.9001875
20-03-25,2,22993,23000,47.25,60.85,73.05,33,153.75,68.75,StopLoss,20-03-25 10:11,20-03-25 10:18,20-03-25,Thursday,0,-712.5,5.75859375,7.41609375,3.0133125,1.36125,17.54925,136.20075
20-03-25,3,23027,23050,41.35,46.3,57.2,31.55,-82.5,-167.5,StopLoss,20-03-25 10:23,20-03-25 11:13,20-03-25,Thursday,0,-880,5.03953125,5.6428125,2.3595,1.3014375,14.34328125,-96.84328125
20-03-25,4,23064.3,23050,48.9,33.45,64.85,13.95,266.25,181.25,StopLoss,20-03-25 11:18,20-03-25 12:48,20-03-25,Thursday,0,-698.75,5.9596875,4.07671875,2.6750625,0.5754375,13.28690625,252.9630938
20-03-25,5,23103.9,23100,25.5,26.7,39.25,15.55,-195,-280,StopLoss,20-03-25 12:53,20-03-25 13:10,20-03-25,Thursday,0,-978.75,3.1078125,3.2540625,1.6190625,0.6414375,8.622375,-203.622375
20-03-25,6,23125.45,23150,24.4,31.9,37.4,28,-682.5,-767.5,StopLoss,20-03-25 13:15,20-03-25 13:19,20-03-25,Thursday,0,-1746.25,2.97375,3.8878125,1.54275,1.155,9.5593125,-692.0593125
20-03-25,7,23156.3,23150,48.9,26.05,52.3,8.2,1083.75,998.75,TakeProfit,20-03-25 13:24,20-03-25 13:51,20-03-25,Thursday,0,-747.5,5.9596875,3.17484375,2.157375,0.33825,11.63015625,1072.119844
21-03-25,0,23191.8,23200,136.75,135.45,180.95,98.05,-510,-595,StopLoss,21-03-25 9:20,21-03-25 9:41,27-03-25,Friday,4,-595,16.66640625,16.50796875,7.4641875,4.0445625,44.683125,-554.683125
21-03-25,1,23264.8,23250,153.45,114.8,197.9,90.5,-1511.25,-1596.25,StopLoss,21-03-25 9:46,21-03-25 10:47,27-03-25,Friday,4,-2191.25,18.70171875,13.99125,8.163375,3.733125,44.58946875,-1555.839469
21-03-25,2,23334.45,23350,156.5,126.85,141.75,114.15,2058.75,1973.75,Exit,21-03-25 10:52,21-03-25 15:20,27-03-25,Friday,4,-217.5,19.0734375,15.45984375,5.8471875,4.7086875,45.08915625,2013.660844
24-03-25,0,23504.6,23500,132.1,114.05,115.95,145.85,-1173.75,-1258.75,StopLoss,24-03-25 9:20,24-03-25 9:31,27-03-25,Monday,3,-1258.75,16.0996875,13.89984375,4.7829375,6.0163125,40.79878125,-1214.548781
24-03-25,1,23467.15,23450,143.35,121.05,184.05,89.85,-712.5,-797.5,StopLoss,24-03-25 9:36,24-03-25 9:56,27-03-25,Monday,3,-2056.25,17.47078125,14.75296875,7.5920625,3.7063125,43.522125,-756.022125
24-03-25,2,23528,23550,139.95,122.25,175.45,117.5,-2306.25,-2391.25,StopLoss,24-03-25 10:01,24-03-25 10:49,27-03-25,Monday,3,-4447.5,17.05640625,14.89921875,7.2373125,4.846875,44.0398125,-2350.289813
24-03-25,3,23590.85,23600,154.65,137.15,194.9,84.35,941.25,856.25,StopLoss,24-03-25 10:54,24-03-25 14:13,27-03-25,Monday,3,-3591.25,18.84796875,16.71515625,8.039625,3.4794375,47.0821875,894.1678125
24-03-25,4,23687.35,23700,134.85,125.5,135.45,132.65,-581.25,-666.25,Exit,24-03-25 14:18,24-03-25 15:20,27-03-25,Monday,3,-4257.5,16.43484375,15.2953125,5.5873125,5.4718125,42.78928125,-624.0392813
25-03-25,0,23717.4,23700,161.65,136.05,203.3,79.6,1110,1025,StopLoss,25-03-25 9:20,25-03-25 9:49,27-03-25,Tuesday,2,1025,19.70109375,16.58109375,8.386125,3.2835,47.9518125,1062.048188
25-03-25,1,23810.85,23800,167.1,106.45,134.25,139.65,-26.25,-111.25,StopLoss,25-03-25 9:54,25-03-25 10:14,27-03-25,Tuesday,2,913.75,20.3653125,12.97359375,5.5378125,5.7605625,44.63728125,-70.88728125
25-03-25,2,23770.4,23750,178.75,103.1,127.4,132.85,1620,1535,StopLoss,25-03-25 10:19,25-03-25 10:38,27-03-25,Tuesday,2,2448.75,21.78515625,12.5653125,5.25525,5.4800625,45.08578125,1574.914219
25-03-25,3,23713.6,23700,182.35,88.55,136.45,117.5,1271.25,1186.25,StopLoss,25-03-25 10:43,25-03-25 10:55,27-03-25,Tuesday,2,3635,22.22390625,10.79203125,5.6285625,4.846875,43.491375,1227.758625
25-03-25,4,23687.9,23700,146.35,112.9,118.7,97.25,3247.5,3162.5,Exit,25-03-25 11:00,25-03-25 15:20,27-03-25,Tuesday,2,6797.5,17.83640625,13.7596875,4.896375,4.0115625,40.50403125,3206.995969
26-03-25,0,23720.6,23700,125.55,84.55,96.05,108.1,446.25,361.25,StopLoss,26-03-25 9:20,26-03-25 9:30,27-03-25,Wednesday,1,361.25,15.30140625,10.30453125,3.9620625,4.459125,34.027125,412.222875
26-03-25,1,23684.4,23700,86.1,110.55,108.4,74.45,1035,950,StopLoss,26-03-25 9:35,26-03-25 10:34,27-03-25,Wednesday,1,1311.25,10.4934375,13.47328125,4.4715,3.0710625,31.50928125,1003.490719
26-03-25,2,23698.2,23700,94.9,79.05,73.85,113.8,-1027.5,-1112.5,StopLoss,26-03-25 10:39,26-03-25 11:02,27-03-25,Wednesday,1,198.75,11.5659375,9.63421875,3.0463125,4.69425,28.94071875,-1056.440719
26-03-25,3,23643,23650,98.9,82.5,81.8,105.2,-420,-505,StopLoss,26-03-25 11:07,26-03-25 11:58,27-03-25,Wednesday,1,-306.25,12.0534375,10.0546875,3.37425,4.3395,29.821875,-449.821875
26-03-25,4,23599.3,23600,98.7,84.65,126.5,60.05,-240,-325,StopLoss,26-03-25 12:03,26-03-25 12:48,27-03-25,Wednesday,1,-631.25,12.0290625,10.31671875,5.218125,2.4770625,30.04096875,-270.0409688
26-03-25,5,23636.2,23650,91,84.95,71.05,110.05,-386.25,-471.25,StopLoss,26-03-25 12:53,26-03-25 13:05,27-03-25,Wednesday,1,-1102.5,11.090625,10.35328125,2.9308125,4.5395625,28.91428125,-415.1642813
26-03-25,6,23580.5,23600,85.5,92.95,49.45,119.8,690,605,StopLoss,26-03-25 13:10,26-03-25 14:53,27-03-25,Wednesday,1,-497.5,10.4203125,11.32828125,2.0398125,4.94175,28.73015625,661.2698438
26-03-25,7,23495.5,23500,82.7,82.75,104.05,61.9,-37.5,-122.5,StopLoss,26-03-25 14:58,26-03-25 15:10,27-03-25,Wednesday,1,-620,10.0790625,10.08515625,4.2920625,2.553375,27.00965625,-64.50965625
26-03-25,8,23509.7,23500,91.85,69.55,90.75,70.25,30,-55,Exit,26-03-25 15:15,26-03-25 15:20,27-03-25,Wednesday,1,-675,11.19421875,8.47640625,3.7434375,2.8978125,26.311875,3.688125
27-03-25,0,23512.6,23500,88.65,62.85,111.55,25.75,1065,980,StopLoss,27-03-25 9:20,27-03-25 9:55,27-03-25,Thursday,0,980,10.80421875,7.65984375,4.6014375,1.0621875,24.1276875,1040.872313
27-03-25,1,23566.3,23550,79.4,31.3,100.5,22.7,-937.5,-1022.5,StopLoss,27-03-25 10:00,27-03-25 10:11,27-03-25,Thursday,0,-42.5,9.676875,3.8146875,4.145625,0.936375,18.5735625,-956.0735625
27-03-25,2,23610.5,23600,62.75,31.1,47.1,40.9,438.75,353.75,StopLoss,27-03-25 10:16,27-03-25 10:18,27-03-25,Thursday,0,311.25,7.64765625,3.7903125,1.942875,1.687125,15.06796875,423.6820313
27-03-25,3,23597.85,23600,61.1,28.1,36.75,37.45,1125,1040,StopLoss,27-03-25 10:23,27-03-25 10:35,27-03-25,Thursday,0,1351.25,7.4465625,3.4246875,1.5159375,1.5448125,13.932,1111.068
27-03-25,4,23590.35,23600,34,35.9,21.65,47.75,37.5,-47.5,StopLoss,27-03-25 10:40,27-03-25 10:51,27-03-25,Thursday,0,1303.75,4.14375,4.3753125,0.8930625,1.9696875,11.3818125,26.1181875
27-03-25,5,23565.1,23550,52.55,24.5,71.4,13.2,-566.25,-651.25,StopLoss,27-03-25 10:56,27-03-25 11:00,27-03-25,Thursday,0,652.5,6.40453125,2.9859375,2.94525,0.5445,12.88021875,-579.1302188
27-03-25,6,23600.9,23600,38.2,25.75,11.55,19.3,2482.5,2397.5,TakeProfit,27-03-25 11:05,27-03-25 13:14,27-03-25,Thursday,0,3050,4.655625,3.13828125,0.4764375,0.796125,9.06646875,2473.433531
28-03-25,0,23602.3,23600,184.3,134.3,131.55,169.45,1320,1235,StopLoss,28-03-25 9:20,28-03-25 9:34,03-04-25,Friday,4,1235,22.4615625,16.3678125,5.4264375,6.9898125,51.245625,1268.754375
28-03-25,1,23543.3,23550,145,159.9,190.45,114.65,-15,-100,StopLoss,28-03-25 9:39,28-03-25 10:30,03-04-25,Friday,4,1135,17.671875,19.4878125,7.8560625,4.7293125,49.7450625,-64.7450625
28-03-25,2,23581.1,23600,185.9,118.35,120.65,148.35,2643.75,2558.75,StopLoss,28-03-25 10:35,28-03-25 12:19,03-04-25,Friday,4,3693.75,22.6565625,14.42390625,4.9768125,6.1194375,48.17671875,2595.573281
28-03-25,3,23557.85,23550,136.4,132.85,94.25,168.85,461.25,376.25,StopLoss,28-03-25 12:24,28-03-25 13:48,03-04-25,Friday,4,4070,16.62375,16.19109375,3.8878125,6.9650625,43.66771875,417.5822813
28-03-25,4,23464.6,23450,143.95,116.5,187.4,79.65,-495,-580,StopLoss,28-03-25 13:53,28-03-25 14:29,03-04-25,Friday,4,3490,17.54390625,14.1984375,7.73025,3.2855625,42.75815625,-537.7581563
28-03-25,5,23571.8,23550,117.8,128.4,105.2,125.85,1136.25,1051.25,Exit,28-03-25 14:34,28-03-25 15:20,03-04-25,Friday,4,4541.25,14.356875,15.64875,4.3395,5.1913125,39.5364375,1096.713563
31-03-25,0,23341.1,23350,161.05,75.5,209.25,51.45,-1811.25,-1896.25,StopLoss,31-03-25 9:20,01-04-25 9:33,03-04-25,Monday,3,-1896.25,19.62796875,9.2015625,8.6315625,2.1223125,39.58340625,-1850.833406
01-04-25,0,23431.35,23450,101.65,116.2,128.8,88.05,75,-10,StopLoss,01-04-25 9:20,01-04-25 9:31,03-04-25,Tuesday,2,-10,12.38859375,14.161875,5.313,3.6320625,35.49553125,39.50446875
01-04-25,1,23479.5,23500,115.9,98.5,148.5,79.85,-1046.25,-1131.25,StopLoss,01-04-25 9:36,01-04-25 9:41,03-04-25,Tuesday,2,-1141.25,14.1253125,12.0046875,6.125625,3.2938125,35.5494375,-1081.799438
01-04-25,2,23559.5,23550,99.05,109.75,71.65,140.95,-285,-370,StopLoss,01-04-25 9:46,01-04-25 10:02,03-04-25,Tuesday,2,-1511.25,12.07171875,13.37578125,2.9555625,5.8141875,34.21725,-319.21725
01-04-25,3,23470.95,23450,119.3,90.9,79.5,133.4,-202.5,-287.5,StopLoss,01-04-25 10:07,01-04-25 10:24,03-04-25,Tuesday,2,-1798.75,14.5396875,11.0784375,3.279375,5.50275,34.40025,-236.90025
01-04-25,4,23374.85,23350,104.2,117,85,155.15,-1421.25,-1506.25,StopLoss,01-04-25 10:29,01-04-25 10:56,03-04-25,Tuesday,2,-3305,12.699375,14.259375,3.50625,6.3999375,36.8649375,-1458.114938
01-04-25,5,23245.6,23250,128.55,104.15,93.5,139.9,-52.5,-137.5,StopLoss,01-04-25 11:01,01-04-25 11:43,03-04-25,Tuesday,2,-3442.5,15.66703125,12.69328125,3.856875,5.770875,37.9880625,-90.4880625
01-04-25,6,23186.45,23200,127.5,100.2,107.7,96.3,1777.5,1692.5,Exit,01-04-25 11:48,01-04-25 15:20,03-04-25,Tuesday,2,-1750,15.5390625,12.211875,4.442625,3.972375,36.1659375,1741.334063
02-04-25,0,23196,23200,111.3,98.95,142.65,69.2,-120,-205,StopLoss,02-04-25 9:20,02-04-25 9:30,03-04-25,Wednesday,1,-205,13.5646875,12.05953125,5.8843125,2.8545,34.36303125,-154.3630313
02-04-25,1,23255.55,23250,126.95,75.3,94.45,96.25,866.25,781.25,StopLoss,02-04-25 9:35,02-04-25 9:44,03-04-25,Wednesday,1,576.25,15.47203125,9.1771875,3.8960625,3.9703125,32.51559375,833.7344063
02-04-25,2,23234,23250,79.5,111.3,103.3,79.45,603.75,518.75,StopLoss,02-04-25 9:49,02-04-25 9:56,03-04-25,Wednesday,1,1095,9.6890625,13.5646875,4.261125,3.2773125,30.7921875,572.9578125
02-04-25,3,23246.5,23250,96.2,84.65,120.75,59.6,37.5,-47.5,StopLoss,02-04-25 10:01,02-04-25 10:52,03-04-25,Wednesday,1,1047.5,11.724375,10.31671875,4.9809375,2.4585,29.48053125,8.01946875
02-04-25,4,23298.55,23300,76.95,87.7,79.1,70.4,1136.25,1051.25,Exit,02-04-25 10:57,02-04-25 15:20,03-04-25,Wednesday,1,2098.75,9.37828125,10.6884375,3.262875,2.904,26.23359375,1110.016406
03-04-25,0,23225.65,23250,38.5,71.3,51.45,64.45,-457.5,-542.5,StopLoss,03-04-25 9:20,03-04-25 9:21,03-04-25,Thursday,0,-542.5,4.6921875,8.6896875,2.1223125,2.6585625,18.16275,-475.66275
03-04-25,1,23250.95,23250,49.25,53.9,42.75,17.6,3210,3125,TakeProfit,03-04-25 9:26,03-04-25 10:21,03-04-25,Thursday,0,2582.5,6.00234375,6.5690625,1.7634375,0.726,15.06084375,3194.939156
03-04-25,0,23225.65,23250,169.25,175.1,147.35,166.4,2295,2210,Exit,03-04-25 9:20,03-04-25 15:20,09-04-25,Thursday,0,4792.5,20.62734375,21.3403125,6.0781875,6.864,54.90984375,2240.090156
04-04-25,0,23071.75,23050,162.4,160.75,95.85,202.05,1893.75,1808.75,StopLoss,04-04-25 9:20,04-04-25 10:13,09-04-25,Friday,4,1808.75,19.7925,19.59140625,3.9538125,8.3345625,51.67228125,1842.077719
04-04-25,1,22948.65,22950,152.55,131.1,90.7,165.6,2051.25,1966.25,StopLoss,04-04-25 10:18,04-04-25 13:45,09-04-25,Friday,4,3775,18.59203125,15.9778125,3.741375,6.831,45.14221875,2006.107781
04-04-25,2,22894.9,22900,114.3,131.15,111.9,130.85,202.5,117.5,Exit,04-04-25 13:50,04-04-25 15:20,09-04-25,Friday,4,3892.5,13.9303125,15.98390625,4.615875,5.3975625,39.92765625,162.5723438
07-04-25,0,21874.85,21850,383.3,322.05,501.35,198.05,446.25,361.25,StopLoss,07-04-25 9:20,07-04-25 9:21,09-04-25,Monday,3,361.25,46.7146875,39.24984375,20.6806875,8.1695625,114.8147813,331.4352188
07-04-25,1,22064.75,22050,332.3,261.45,234,330,2231.25,2146.25,StopLoss,07-04-25 9:26,07-04-25 10:15,09-04-25,Monday,3,2507.5,40.4990625,31.86421875,9.6525,13.6125,95.62828125,2135.621719
07-04-25,2,21914.2,21900,338.7,257.25,432.35,211.85,-3618.75,-3703.75,StopLoss,07-04-25 10:20,07-04-25 10:50,09-04-25,Monday,3,-1196.25,41.2790625,31.35234375,17.8344375,8.7388125,99.20465625,-3717.954656
07-04-25,3,22067.05,22050,300.45,287.1,232.55,369,-1050,-1135,StopLoss,07-04-25 10:55,07-04-25 12:12,09-04-25,Monday,3,-2331.25,36.61734375,34.9903125,9.5926875,15.22125,96.42159375,-1146.421594
07-04-25,4,21898.7,21900,302.05,333.4,379.65,238.55,1293.75,1208.75,StopLoss,07-04-25 12:17,07-04-25 14:32,09-04-25,Monday,3,-1122.5,36.81234375,40.633125,15.6605625,9.8401875,102.9462188,1190.803781
07-04-25,5,22048.3,22050,270.65,315.25,349.25,275.6,-2921.25,-3006.25,StopLoss,07-04-25 14:37,07-04-25 15:03,09-04-25,Monday,3,-4128.75,32.98546875,38.42109375,14.4065625,11.3685,97.181625,-3018.431625
07-04-25,6,22102.95,22100,356.1,282.1,363.3,278.75,-288.75,-373.75,Exit,07-04-25 15:08,07-04-25 15:20,09-04-25,Monday,3,-4502.5,43.3996875,34.3809375,14.986125,11.4984375,104.2651875,-393.0151875
08-04-25,0,22540.7,22550,169.95,169.4,101.8,232.05,412.5,327.5,StopLoss,08-04-25 9:20,08-04-25 9:57,09-04-25,Tuesday,2,327.5,20.71265625,20.645625,4.19925,9.5720625,55.12959375,357.3704063
08-04-25,1,22403.95,22400,176.35,162.5,149.05,204.1,-1072.5,-1157.5,StopLoss,08-04-25 10:02,08-04-25 10:35,09-04-25,Tuesday,2,-830,21.49265625,19.8046875,6.1483125,8.419125,55.86478125,-1128.364781
08-04-25,2,22340.05,22350,160.25,206.8,206.2,166.05,-390,-475,StopLoss,08-04-25 10:40,08-04-25 10:54,09-04-25,Tuesday,2,-1305,19.53046875,25.20375,8.50575,6.8495625,60.08953125,-450.0895313
08-04-25,3,22381.7,22400,178.8,181.25,227.9,144.65,-937.5,-1022.5,StopLoss,08-04-25 10:59,08-04-25 11:08,09-04-25,Tuesday,2,-2327.5,21.79125,22.08984375,9.400875,5.9668125,59.24878125,-996.7487813
08-04-25,4,22459.1,22450,198.85,168.25,143.85,218.9,326.25,241.25,StopLoss,08-04-25 11:13,08-04-25 11:22,09-04-25,Tuesday,2,-2086.25,24.23484375,20.50546875,5.9338125,9.029625,59.70375,266.54625
08-04-25,5,22366.4,22350,192.6,190.7,251.3,153.45,-1608.75,-1693.75,StopLoss,08-04-25 11:27,08-04-25 11:47,09-04-25,Tuesday,2,-3780,23.473125,23.2415625,10.366125,6.3298125,63.410625,-1672.160625
08-04-25,6,22432.6,22450,168.5,204,216.25,164.55,-622.5,-707.5,StopLoss,08-04-25 11:52,08-04-25 12:08,09-04-25,Tuesday,2,-4487.5,20.5359375,24.8625,8.9203125,6.7876875,61.1064375,-683.6064375
08-04-25,7,22485.25,22500,212.7,167.7,270.05,120.05,-727.5,-812.5,StopLoss,08-04-25 12:13,08-04-25 12:32,09-04-25,Tuesday,2,-5300,25.9228125,20.4384375,11.1395625,4.9520625,62.452875,-789.952875
08-04-25,8,22638,22650,185.6,158.75,161.6,201,-1368.75,-1453.75,StopLoss,08-04-25 12:37,08-04-25 13:08,09-04-25,Tuesday,2,-6753.75,22.62,19.34765625,6.666,8.29125,56.92490625,-1425.674906
08-04-25,9,22612.25,22600,213.25,158.35,154.85,204.2,941.25,856.25,StopLoss,08-04-25 13:13,08-04-25 13:49,09-04-25,Tuesday,2,-5897.5,25.98984375,19.29890625,6.3875625,8.42325,60.0995625,881.1504375
08-04-25,10,22536.8,22550,164.75,209.45,211.95,154.15,607.5,522.5,StopLoss,08-04-25 13:54,08-04-25 14:01,09-04-25,Tuesday,2,-5375,20.07890625,25.52671875,8.7429375,6.3586875,60.70725,546.79275
09-04-25,0,22439.8,22450,106.25,131.8,29.35,87.05,9123.75,9038.75,TakeProfit,09-04-25 9:20,09-04-25 10:10,09-04-25,Wednesday,1,9038.75,12.94921875,16.063125,1.2106875,3.5908125,33.81384375,9089.936156
11-04-25,0,22766.3,22750,266.35,209.05,336.55,181.35,-3187.5,-3272.5,StopLoss,11-04-25 9:20,11-04-25 9:48,17-04-25,Friday,4,-3272.5,32.46140625,25.47796875,13.8826875,7.4806875,79.30275,-3266.80275
11-04-25,1,22854.3,22850,276.05,220.9,214.8,278.9,243.75,158.75,StopLoss,11-04-25 9:53,11-04-25 14:21,17-04-25,Friday,4,-3113.75,33.64359375,26.9221875,8.8605,11.504625,80.93090625,162.8190938
11-04-25,2,22770.7,22750,277.95,219.2,305.85,211.3,-1500,-1585,Exit,11-04-25 14:26,11-04-25 15:20,17-04-25,Friday,4,-4698.75,33.87515625,26.715,12.6163125,8.716125,81.92259375,-1581.922594
14-04-25,0,23368.35,23350,128.1,173.4,82.1,125.7,7027.5,6942.5,Exit,14-04-25 9:20,15-04-25 15:20,17-04-25,Monday,3,6942.5,15.6121875,21.133125,3.386625,5.185125,45.3170625,6982.182938
15-04-25,0,23292.9,23300,153.2,148,105.8,99.15,7218.75,7133.75,Exit,15-04-25 9:20,15-04-25 15:20,17-04-25,Tuesday,2,7133.75,18.67125,18.0375,4.36425,4.0899375,45.1629375,7173.587063
16-04-25,0,23291.65,23300,52.3,83.7,70.1,61.35,341.25,256.25,StopLoss,16-04-25 9:20,16-04-25 9:28,17-04-25,Wednesday,1,256.25,6.3740625,10.2009375,2.891625,2.5306875,21.9973125,319.2526875
16-04-25,1,23335.85,23350,50.45,84.55,68.2,75.75,-671.25,-756.25,StopLoss,16-04-25 9:33,16-04-25 9:42,17-04-25,Wednesday,1,-500,6.14859375,10.30453125,2.81325,3.1246875,22.3910625,-693.6410625
16-04-25,2,23357.2,23350,66.9,80.85,41.15,108.6,-150,-235,StopLoss,16-04-25 9:47,16-04-25 10:19,17-04-25,Wednesday,1,-735,8.1534375,9.85359375,1.6974375,4.47975,24.18421875,-174.1842188
16-04-25,3,23313.05,23300,56.05,88.95,58.55,115.7,-2193.75,-2278.75,StopLoss,16-04-25 10:24,16-04-25 11:00,17-04-25,Wednesday,1,-3013.75,6.83109375,10.84078125,2.4151875,4.772625,24.8596875,-2218.609688
16-04-25,4,23274.9,23250,85.1,89,106.85,69.35,-157.5,-242.5,StopLoss,16-04-25 11:05,16-04-25 11:09,17-04-25,Wednesday,1,-3256.25,10.3715625,10.846875,4.4075625,2.8606875,28.4866875,-185.9866875
16-04-25,5,23307.65,23300,86.55,82.1,111.35,52.8,337.5,252.5,StopLoss,16-04-25 11:14,16-04-25 13:57,17-04-25,Wednesday,1,-3003.75,10.54828125,10.0059375,4.5931875,2.178,27.32540625,310.1745938
16-04-25,6,23371.15,23350,103.3,65.8,102.65,62,333.75,248.75,Exit,16-04-25 14:02,16-04-25 15:20,17-04-25,Wednesday,1,-2755,12.5896875,8.019375,4.2343125,2.5575,27.400875,306.349125
17-04-25,0,23353.6,23350,40.25,54.55,34.4,75.1,-1102.5,-1187.5,StopLoss,17-04-25 9:20,17-04-25 9:21,17-04-25,Thursday,0,-1187.5,4.90546875,6.64828125,1.419,3.097875,16.070625,-1118.570625
17-04-25,1,23327,23350,24.45,82.75,34.65,76.85,-322.5,-407.5,StopLoss,17-04-25 9:26,17-04-25 9:31,17-04-25,Thursday,0,-1595,2.97984375,10.08515625,1.4293125,3.1700625,17.664375,-340.164375
17-04-25,2,23325.2,23350,38.45,70.75,54.8,57,-195,-280,StopLoss,17-04-25 9:36,17-04-25 9:40,17-04-25,Thursday,0,-1875,4.68609375,8.62265625,2.2605,2.35125,17.9205,-212.9205
17-04-25,3,23361.9,23350,91.9,37.25,35.45,52.05,3123.75,3038.75,StopLoss,17-04-25 9:45,17-04-25 10:10,17-04-25,Thursday,0,1163.75,11.2003125,4.53984375,1.4623125,2.1470625,19.34953125,3104.400469
17-04-25,4,23351.7,23350,38.95,57,51.3,50.95,-472.5,-557.5,StopLoss,17-04-25 10:15,17-04-25 10:18,17-04-25,Thursday,0,606.25,4.74703125,6.946875,2.116125,2.1016875,15.91171875,-488.4117188
17-04-25,5,23369.55,23350,55.6,53.2,72.1,44.85,-611.25,-696.25,StopLoss,17-04-25 10:23,17-04-25 10:25,17-04-25,Thursday,0,-90,6.77625,6.48375,2.974125,1.8500625,18.0841875,-629.3341875
17-04-25,6,23392.5,23400,54.95,64.4,71.6,60.4,-948.75,-1033.75,StopLoss,17-04-25 10:30,17-04-25 10:41,17-04-25,Thursday,0,-1123.75,6.69703125,7.84875,2.9535,2.4915,19.99078125,-968.7407813
17-04-25,7,23422.75,23400,80,58.35,40.7,73.8,1788.75,1703.75,StopLoss,17-04-25 10:46,17-04-25 11:01,17-04-25,Thursday,0,580,9.75,7.11140625,1.678875,3.04425,21.58453125,1767.165469
17-04-25,8,23383.9,23400,50.25,81.6,63.5,70.75,-180,-265,StopLoss,17-04-25 11:06,17-04-25 11:08,17-04-25,Thursday,0,315,6.12421875,9.945,2.619375,2.9184375,21.60703125,-201.6070313
17-04-25,9,23406.3,23400,81.65,72.65,103.1,65.6,-1080,-1165,StopLoss,17-04-25 11:13,17-04-25 11:14,17-04-25,Thursday,0,-850,9.95109375,8.85421875,4.252875,2.706,25.7641875,-1105.764188
17-04-25,10,23440.1,23450,102,74.7,131.75,72.95,-2100,-2185,StopLoss,17-04-25 11:19,17-04-25 11:29,17-04-25,Thursday,0,-3035,12.43125,9.1040625,5.4346875,3.0091875,29.9791875,-2129.979188
21-04-25,0,23953.2,23950,157.6,178.3,197.85,131.05,525,440,StopLoss,21-04-25 9:20,21-04-25 9:44,24-04-25,Monday,3,440,19.2075,21.7303125,8.1613125,5.4058125,54.5049375,470.4950625
21-04-25,1,24030,24050,131,200.7,169.6,119.75,3176.25,3091.25,StopLoss,21-04-25 9:49,21-04-25 10:50,24-04-25,Monday,3,3531.25,15.965625,24.4603125,6.996,4.9396875,52.361625,3123.888375
21-04-25,2,24086.85,24100,151.8,139.05,149.65,99.9,3097.5,3012.5,Exit,21-04-25 10:55,21-04-25 15:20,24-04-25,Monday,3,6543.75,18.500625,16.94671875,6.1730625,4.120875,45.74128125,3051.758719
22-04-25,0,24097.2,24100,121.75,120.1,152.8,74,1128.75,1043.75,StopLoss,22-04-25 9:20,22-04-25 9:39,24-04-25,Tuesday,2,1043.75,14.83828125,14.6371875,6.303,3.0525,38.83096875,1089.919031
22-04-25,1,24186.15,24200,93.5,121,118.15,83.8,941.25,856.25,StopLoss,22-04-25 9:44,22-04-25 11:00,24-04-25,Tuesday,2,1900,11.3953125,14.746875,4.8736875,3.45675,34.472625,906.777375
22-04-25,2,24238.45,24250,93,108.75,72.1,138.9,-693.75,-778.75,StopLoss,22-04-25 11:05,22-04-25 11:26,24-04-25,Tuesday,2,1121.25,11.334375,13.25390625,2.974125,5.729625,33.29203125,-727.0420313
22-04-25,3,24193.85,24200,99.5,101.5,82.8,102,1215,1130,Exit,22-04-25 11:31,22-04-25 15:20,24-04-25,Tuesday,2,2251.25,12.1265625,12.3703125,3.4155,4.2075,32.119875,1182.880125
23-04-25,0,24326.9,24350,74.55,103.3,60,129.8,-896.25,-981.25,StopLoss,23-04-25 9:20,23-04-25 9:30,24-04-25,Wednesday,1,-981.25,9.08578125,12.5896875,2.475,5.35425,29.50471875,-925.7547188
23-04-25,1,24295.55,24300,75.35,113.35,97.3,65.8,1920,1835,StopLoss,23-04-25 9:35,23-04-25 9:46,24-04-25,Wednesday,1,853.75,9.18328125,13.81453125,4.013625,2.71425,29.7256875,1890.274313
23-04-25,2,24339.4,24350,63.95,100.2,51.3,128.45,-1170,-1255,StopLoss,23-04-25 9:51,23-04-25 10:04,24-04-25,Wednesday,1,-401.25,7.79390625,12.211875,2.116125,5.2985625,27.42046875,-1197.420469
23-04-25,3,24277.65,24300,59.8,126.8,40.7,163,-1282.5,-1367.5,StopLoss,23-04-25 10:09,23-04-25 10:44,24-04-25,Wednesday,1,-1768.75,7.288125,15.45375,1.678875,6.72375,31.1445,-1313.6445
23-04-25,4,24169.5,24150,87.45,81.1,118.85,49.9,-15,-100,StopLoss,23-04-25 10:49,23-04-25 11:15,24-04-25,Wednesday,1,-1868.75,10.65796875,9.8840625,4.9025625,2.058375,27.50296875,-42.50296875
23-04-25,5,24209,24200,90.35,66,70.25,83.9,165,80,StopLoss,23-04-25 11:20,23-04-25 11:24,24-04-25,Wednesday,1,-1788.75,11.01140625,8.04375,2.8978125,3.460875,25.41384375,139.5861563
23-04-25,6,24180,24200,76.25,76.55,99.6,55.2,-150,-235,StopLoss,23-04-25 11:29,23-04-25 11:43,24-04-25,Wednesday,1,-2023.75,9.29296875,9.32953125,4.1085,2.277,25.008,-175.008
