total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
84968.74999999907,400.79599056603337,58.9622641509434,0.11950946324583882,21035.00000000003,1024,471,553,1179.0127388535022,-850.5357142857151,11341.25,-4993.750000000001,1.1806514881324108
