total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
81159.99999999908,392.0772946859859,58.454106280193244,0.11575630433624196,21035.00000000003,1001,461,540,1169.7857917570489,-848.3541666666675,11341.25,-4993.750000000001,1.1771622067783731
