datetime,close_ce,close_pe,MinutePnL,CumulativePnL,key
2025-10-01 09:20:00,155.75,96.15,0.0,0.0,2025-10-01_reentry_0
2025-10-01 09:21:00,156.45,95.0,0.45000000000001705,33.75000000000128,2025-10-01_reentry_0
2025-10-01 09:22:00,154.9,94.9,2.0999999999999943,157.49999999999957,2025-10-01_reentry_0
2025-10-01 09:23:00,159.45,91.9,0.5500000000000114,41.25000000000085,2025-10-01_reentry_0
2025-10-01 09:24:00,161.6,89.9,0.4000000000000057,30.000000000000426,2025-10-01_reentry_0
2025-10-01 09:25:00,163.4,89.4,-0.9000000000000057,-67.50000000000043,2025-10-01_reentry_0
2025-10-01 09:26:00,163.25,89.85,-1.1999999999999886,-89.99999999999915,2025-10-01_reentry_0
2025-10-01 09:27:00,163.2,89.65,-0.9499999999999886,-71.24999999999915,2025-10-01_reentry_0
2025-10-01 09:28:00,166.4,87.6,-2.0999999999999943,-157.49999999999957,2025-10-01_reentry_0
2025-10-01 09:29:00,168.2,84.55,-0.8499999999999943,-63.749999999999574,2025-10-01_reentry_0
2025-10-01 09:30:00,170.75,81.1,0.05000000000001137,3.7500000000008527,2025-10-01_reentry_0
2025-10-01 09:31:00,167.35,82.55,2.0000000000000284,150.00000000000213,2025-10-01_reentry_0
2025-10-01 09:32:00,167.15,83.4,1.3499999999999943,101.24999999999957,2025-10-01_reentry_0
2025-10-01 09:33:00,171.25,80.3,0.3499999999999943,26.249999999999574,2025-10-01_reentry_0
2025-10-01 09:34:00,172.4,79.5,0.0,0.0,2025-10-01_reentry_0
2025-10-01 09:35:00,169.55,81.6,0.75,56.25,2025-10-01_reentry_0
2025-10-01 09:36:00,176.15,77.5,-1.75,-131.25,2025-10-01_reentry_0
2025-10-01 09:37:00,174.2,78.5,-0.799999999999983,-59.99999999999872,2025-10-01_reentry_0
2025-10-01 09:38:00,172.8,80.2,-1.0999999999999943,-82.49999999999957,2025-10-01_reentry_0
2025-10-01 09:39:00,176.95,77.3,-2.3499999999999943,-176.24999999999957,2025-10-01_reentry_0
2025-10-01 09:40:00,175.5,78.3,-1.9000000000000057,-142.50000000000043,2025-10-01_reentry_0
2025-10-01 09:41:00,178.7,76.2,-2.9999999999999716,-224.99999999999787,2025-10-01_reentry_0
2025-10-01 09:42:00,182.1,75.6,-5.799999999999983,-434.99999999999875,2025-10-01_reentry_0
2025-10-01 09:43:00,189.5,74.55,-12.150000000000006,-911.2500000000005,2025-10-01_reentry_0
2025-10-01 09:44:00,191.35,74.25,-13.700000000000017,-1027.5000000000014,2025-10-01_reentry_0
2025-10-01 09:45:00,190.65,74.2,-12.950000000000017,-971.2500000000013,2025-10-01_reentry_0
2025-10-01 09:46:00,187.05,75.7,-10.849999999999994,-813.7499999999995,2025-10-01_reentry_0
2025-10-01 09:47:00,192.5,73.35,-13.950000000000017,-1046.2500000000014,2025-10-01_reentry_0
2025-10-01 09:48:00,198.95,70.2,-17.24999999999997,-1293.749999999998,2025-10-01_reentry_0
2025-10-01 09:53:00,118.45,119.5,0.0,0.0,2025-10-01_reentry_1
2025-10-01 09:54:00,126.05,113.4,-1.5,-112.5,2025-10-01_reentry_1
2025-10-01 09:55:00,124.95,114.1,-1.1000000000000227,-82.5000000000017,2025-10-01_reentry_1
2025-10-01 09:56:00,121.8,115.5,0.6499999999999773,48.749999999998295,2025-10-01_reentry_1
2025-10-01 09:57:00,120.25,117.3,0.39999999999997726,29.999999999998295,2025-10-01_reentry_1
2025-10-01 09:58:00,123.65,114.6,-0.30000000000001137,-22.500000000000853,2025-10-01_reentry_1
2025-10-01 09:59:00,123.15,115.25,-0.45000000000001705,-33.75000000000128,2025-10-01_reentry_1
2025-10-01 10:00:00,123.75,114.85,-0.6500000000000057,-48.750000000000426,2025-10-01_reentry_1
2025-10-01 10:01:00,125.75,113.15,-0.950000000000017,-71.25000000000128,2025-10-01_reentry_1
2025-10-01 10:02:00,124.45,114.55,-1.0500000000000114,-78.75000000000085,2025-10-01_reentry_1
2025-10-01 10:03:00,106.3,128.5,3.1499999999999773,236.2499999999983,2025-10-01_reentry_1
2025-10-01 10:04:00,98.9,127.2,11.849999999999966,888.7499999999975,2025-10-01_reentry_1
2025-10-01 10:05:00,91.35,138.1,8.5,637.5,2025-10-01_reentry_1
2025-10-01 10:06:00,94.1,133.65,10.199999999999989,764.9999999999991,2025-10-01_reentry_1
2025-10-01 10:07:00,98.8,127.25,11.899999999999977,892.4999999999983,2025-10-01_reentry_1
2025-10-01 10:08:00,102.6,121.15,14.199999999999989,1064.999999999999,2025-10-01_reentry_1
2025-10-01 10:09:00,101.6,121.6,14.75,1106.25,2025-10-01_reentry_1
2025-10-01 10:10:00,101.95,121.55,14.449999999999989,1083.749999999999,2025-10-01_reentry_1
2025-10-01 10:11:00,104.75,118.5,14.699999999999989,1102.499999999999,2025-10-01_reentry_1
2025-10-01 10:12:00,100.65,124.1,13.199999999999989,989.9999999999991,2025-10-01_reentry_1
