total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
2272.499999999999,162.3214285714285,50.0,0.08957620181168399,6738.7500000000055,77,40,37,724.6874999999999,-722.0270270270269,2437.5,-1980.0000000000005,1.0850645704660304
