date,net_PnL,num_trades,exit_reasons,CumulativePnL,winning_trades,losing_trades
2025-03-04,-3205.000000000007,4,"{'StopLoss': 3, 'Exit': 1}",28148.749999999756,1,3
2025-03-05,-3066.2500000000114,7,"{'StopLoss': 6, 'Exit': 1}",25082.499999999745,4,3
2025-03-06,-3166.2500000000005,11,{'StopLoss': 11},21916.249999999745,4,7
2025-03-07,138.74999999999272,3,"{'StopLoss': 2, 'Exit': 1}",22054.999999999738,2,1
2025-03-10,796.2499999999957,4,"{'StopLoss': 3, 'Exit': 1}",22851.249999999734,3,1
2025-03-11,457.4999999999913,6,"{'StopLoss': 5, 'Exit': 1}",23308.749999999727,4,2
2025-03-12,1308.749999999992,6,"{'StopLoss': 5, 'Exit': 1}",24617.49999999972,3,3
2025-03-13,3767.5000000000023,8,"{'StopLoss': 7, 'TakeProfit': 1}",28384.999999999724,4,4
2025-03-17,-2022.5000000000082,5,"{'StopLoss': 4, 'Exit': 1}",26362.499999999716,1,4
2025-03-18,-3088.750000000005,4,"{'StopLoss': 3, 'Exit': 1}",23273.749999999713,1,3
2025-03-19,-2881.2500000000095,8,"{'StopLoss': 7, 'Exit': 1}",20392.4999999997,1,7
2025-03-20,-747.4999999999994,8,"{'StopLoss': 7, 'TakeProfit': 1}",19644.9999999997,3,5
2025-03-21,-217.50000000000705,3,"{'StopLoss': 2, 'Exit': 1}",19427.499999999694,1,2
2025-03-24,-4257.500000000009,5,"{'StopLoss': 4, 'Exit': 1}",15169.999999999685,1,4
2025-03-25,6797.499999999991,5,"{'StopLoss': 4, 'Exit': 1}",21967.499999999676,4,1
2025-03-26,-675.000000000012,9,"{'StopLoss': 8, 'Exit': 1}",21292.499999999665,3,6
2025-03-27,3050.0000000000005,7,"{'StopLoss': 6, 'TakeProfit': 1}",24342.499999999665,4,3
2025-03-28,4541.249999999991,6,"{'StopLoss': 5, 'Exit': 1}",28883.749999999658,4,2
2025-03-31,-1896.2500000000005,1,{'StopLoss': 1},26987.499999999658,0,1
2025-04-01,-1750.0000000000105,7,"{'StopLoss': 6, 'Exit': 1}",25237.499999999647,1,6
2025-04-02,2098.749999999992,5,"{'StopLoss': 4, 'Exit': 1}",27336.24999999964,3,2
2025-04-03,4792.499999999996,3,"{'StopLoss': 1, 'TakeProfit': 1, 'Exit': 1}",32128.749999999636,2,1
2025-04-04,3892.4999999999955,3,"{'StopLoss': 2, 'Exit': 1}",36021.24999999963,3,0
2025-04-07,-4502.499999999966,7,"{'StopLoss': 6, 'Exit': 1}",31518.74999999966,3,4
2025-04-08,-5375.000000000022,11,{'StopLoss': 11},26143.74999999964,4,7
2025-04-09,9038.75,1,{'TakeProfit': 1},35182.499999999636,1,0
2025-04-11,-4698.749999999993,3,"{'StopLoss': 2, 'Exit': 1}",30483.749999999643,1,2
2025-04-14,6942.499999999998,1,{'Exit': 1},37426.24999999964,1,0
2025-04-15,7133.749999999997,1,{'Exit': 1},44559.99999999964,1,0
2025-04-16,-2755.0000000000073,7,"{'StopLoss': 6, 'Exit': 1}",41804.999999999636,3,4
2025-04-17,-3035.000000000001,11,{'StopLoss': 11},38769.999999999636,2,9
2025-04-21,6543.7499999999945,3,"{'StopLoss': 2, 'Exit': 1}",45313.74999999963,3,0
2025-04-22,2251.249999999992,4,"{'StopLoss': 3, 'Exit': 1}",47564.99999999962,3,1
2025-04-23,-3143.750000000013,11,"{'StopLoss': 10, 'Exit': 1}",44421.24999999961,4,7
2025-04-24,3214.9999999999986,10,"{'StopLoss': 8, 'TakeProfit': 1, 'Exit': 1}",47636.24999999961,5,5
2025-04-25,-165.00000000000432,6,{'StopLoss': 6},47471.2499999996,3,3
2025-04-28,-1228.750000000014,7,"{'StopLoss': 6, 'Exit': 1}",46242.499999999585,3,4
2025-04-29,2672.4999999999927,5,"{'StopLoss': 4, 'Exit': 1}",48914.99999999958,4,1
2025-04-30,-6533.749999999998,11,{'StopLoss': 11},42381.24999999958,1,10
2025-05-02,-196.25000000001137,8,"{'StopLoss': 7, 'Exit': 1}",42184.99999999956,3,5
2025-05-05,4524.999999999997,2,"{'StopLoss': 1, 'Exit': 1}",46709.99999999956,2,0
2025-05-06,1217.4999999999973,2,"{'StopLoss': 1, 'Exit': 1}",47927.49999999956,1,1
2025-05-07,1538.7499999999905,10,"{'StopLoss': 9, 'Exit': 1}",49466.249999999556,6,4
2025-05-08,3338.75,1,{'TakeProfit': 1},52804.999999999556,1,0
2025-05-09,3510.000000000009,3,"{'StopLoss': 2, 'Exit': 1}",56314.99999999956,2,1
2025-05-12,-6715.000000000002,4,"{'StopLoss': 3, 'Exit': 1}",49599.99999999956,1,3
2025-05-13,5127.49999999999,7,"{'StopLoss': 6, 'Exit': 1}",54727.499999999556,3,4
2025-05-14,2324.9999999999877,6,"{'StopLoss': 5, 'Exit': 1}",57052.49999999954,4,2
2025-05-15,-7141.25000000002,11,{'StopLoss': 11},49911.24999999952,4,7
2025-05-16,3124.999999999999,1,{'Exit': 1},53036.24999999952,1,0
2025-05-19,2244.9999999999977,2,"{'StopLoss': 1, 'Exit': 1}",55281.24999999952,2,0
2025-05-20,299.99999999998636,6,"{'StopLoss': 5, 'Exit': 1}",55581.249999999505,4,2
2025-05-21,-6376.250000000023,11,{'StopLoss': 11},49204.99999999948,2,9
2025-05-22,4133.749999999998,1,{'TakeProfit': 1},53338.74999999948,1,0
2025-05-23,-4790.000000000004,5,"{'StopLoss': 4, 'Exit': 1}",48548.749999999476,2,3
2025-05-26,-507.50000000000136,2,"{'StopLoss': 1, 'Exit': 1}",48041.249999999476,1,1
2025-05-27,1743.749999999999,6,"{'StopLoss': 5, 'Exit': 1}",49784.999999999476,3,3
2025-05-28,11769.999999999996,2,"{'StopLoss': 1, 'Exit': 1}",61554.999999999476,2,0
2025-05-29,2456.249999999999,9,"{'StopLoss': 8, 'TakeProfit': 1}",64011.249999999476,5,4
2025-05-30,-987.5000000000018,2,"{'StopLoss': 1, 'Exit': 1}",63023.749999999476,1,1
2025-06-02,-843.7499999999959,3,"{'StopLoss': 2, 'Exit': 1}",62179.99999999948,1,2
2025-06-03,10378.75,2,"{'StopLoss': 1, 'Exit': 1}",72558.74999999948,1,1
2025-06-04,4504.999999999998,1,{'Exit': 1},77063.74999999948,1,0
2025-06-05,1367.4999999999986,2,"{'StopLoss': 1, 'TakeProfit': 1}",78431.24999999948,2,0
2025-06-06,-2601.2500000000077,4,"{'StopLoss': 3, 'Exit': 1}",75829.99999999946,1,3
2025-06-09,3323.7499999999995,1,{'Exit': 1},79153.74999999946,1,0
2025-06-10,4519.999999999999,1,{'Exit': 1},83673.74999999946,1,0
2025-06-11,-456.25000000000625,4,"{'StopLoss': 3, 'Exit': 1}",83217.49999999946,3,1
2025-06-12,-8138.750000000002,11,{'StopLoss': 11},75078.74999999946,2,9
2025-06-13,1396.2500000000005,1,{'Exit': 1},76474.99999999946,1,0
2025-06-16,-65.00000000000296,2,"{'StopLoss': 1, 'Exit': 1}",76409.99999999946,1,1
2025-06-17,3177.4999999999995,1,{'Exit': 1},79587.49999999946,1,0
2025-06-18,-1005.0000000000089,6,"{'StopLoss': 5, 'Exit': 1}",78582.49999999945,2,4
2025-06-19,986.2499999999998,3,"{'StopLoss': 2, 'TakeProfit': 1}",79568.74999999945,2,1
2025-06-20,-2838.7500000000045,3,"{'StopLoss': 2, 'Exit': 1}",76729.99999999945,1,2
2025-06-23,-781.2500000000107,5,"{'StopLoss': 4, 'Exit': 1}",75948.74999999943,1,4
2025-06-24,-478.75000000001455,10,"{'StopLoss': 9, 'Exit': 1}",75469.99999999942,3,7
2025-06-25,956.2499999999955,3,"{'StopLoss': 2, 'Exit': 1}",76426.24999999942,2,1
2025-06-26,-4377.500000000008,11,{'StopLoss': 11},72048.7499999994,3,8
2025-06-27,2701.25,1,{'Exit': 1},74749.9999999994,1,0
2025-06-30,956.2499999999942,3,"{'StopLoss': 2, 'Exit': 1}",75706.2499999994,2,1
2025-07-01,5213.749999999997,1,{'Exit': 1},80919.9999999994,1,0
2025-07-02,1679.9999999999916,6,"{'StopLoss': 5, 'Exit': 1}",82599.99999999939,5,1
2025-07-03,890.0000000000007,10,"{'StopLoss': 9, 'TakeProfit': 1}",83489.99999999939,6,4
2025-07-04,2506.249999999998,1,{'Exit': 1},85996.24999999939,1,0
2025-07-07,1579.9999999999984,1,{'Exit': 1},87576.24999999939,1,0
2025-07-08,954.9999999999972,2,"{'StopLoss': 1, 'Exit': 1}",88531.24999999939,1,1
2025-07-09,593.749999999995,4,"{'StopLoss': 3, 'Exit': 1}",89124.99999999939,3,1
2025-07-10,1215.0000000000007,6,"{'StopLoss': 5, 'TakeProfit': 1}",90339.99999999939,3,3
2025-07-11,658.7499999999964,2,"{'StopLoss': 1, 'Exit': 1}",90998.74999999939,1,1
2025-07-14,-965.0000000000093,5,"{'StopLoss': 4, 'Exit': 1}",90033.74999999937,2,3
2025-07-15,2099.999999999996,3,{'StopLoss': 3},92133.74999999937,2,1
2025-07-16,-542.5000000000013,4,"{'StopLoss': 3, 'Exit': 1}",91591.24999999937,1,3
2025-07-17,1821.2500000000016,11,{'StopLoss': 11},93412.49999999937,6,5
2025-07-18,869.9999999999918,3,"{'StopLoss': 2, 'Exit': 1}",94282.49999999936,1,2
2025-07-21,-255.00000000000614,3,"{'StopLoss': 2, 'Exit': 1}",94027.49999999936,1,2
2025-07-22,1974.9999999999986,2,"{'StopLoss': 1, 'Exit': 1}",96002.49999999936,2,0
2025-07-23,-263.75000000000193,5,"{'StopLoss': 4, 'Exit': 1}",95738.74999999936,2,3
2025-07-24,-1928.7499999999968,11,{'StopLoss': 11},93809.99999999936,4,7
2025-07-25,-372.50000000000955,5,"{'StopLoss': 4, 'Exit': 1}",93437.49999999935,2,3
2025-07-28,-1832.5000000000098,7,"{'StopLoss': 6, 'Exit': 1}",91604.99999999933,3,4
2025-07-29,-3043.75000000001,7,"{'StopLoss': 6, 'Exit': 1}",88561.24999999932,2,5
2025-07-30,-1125.0000000000086,9,"{'StopLoss': 8, 'Exit': 1}",87436.2499999993,3,6
2025-07-31,-1651.249999999999,11,{'StopLoss': 11},85784.9999999993,3,8
2025-08-01,108.74999999999238,3,"{'StopLoss': 2, 'Exit': 1}",85893.74999999929,1,2
2025-08-04,-71.25000000000068,3,"{'StopLoss': 2, 'Exit': 1}",85822.49999999929,1,2
2025-08-05,1776.249999999996,2,"{'StopLoss': 1, 'Exit': 1}",87598.74999999929,1,1
2025-08-06,2147.4999999999973,2,"{'StopLoss': 1, 'Exit': 1}",89746.24999999929,2,0
2025-08-07,550.0000000000023,11,{'StopLoss': 11},90296.24999999929,4,7
2025-08-08,-722.5000000000053,4,"{'StopLoss': 3, 'Exit': 1}",89573.74999999929,1,3
2025-08-11,629.999999999998,3,"{'StopLoss': 2, 'Exit': 1}",90203.74999999929,2,1
2025-08-12,-825.0000000000151,9,"{'StopLoss': 8, 'Exit': 1}",89378.74999999927,5,4
2025-08-13,1151.2499999999975,3,"{'StopLoss': 2, 'Exit': 1}",90529.99999999927,2,1
2025-08-14,1802.5000000000027,11,{'StopLoss': 11},92332.49999999927,5,6
2025-08-18,1827.4999999999927,4,"{'StopLoss': 3, 'Exit': 1}",94159.99999999927,3,1
2025-08-19,-620.0000000000051,5,"{'StopLoss': 4, 'Exit': 1}",93539.99999999927,3,2
2025-08-20,1219.9999999999961,4,"{'StopLoss': 3, 'Exit': 1}",94759.99999999927,3,1
2025-08-21,3853.75,2,"{'StopLoss': 1, 'TakeProfit': 1}",98613.74999999927,2,0
2025-08-22,573.7499999999948,3,"{'StopLoss': 2, 'Exit': 1}",99187.49999999927,2,1
2025-08-25,1329.9999999999977,2,"{'StopLoss': 1, 'Exit': 1}",100517.49999999927,2,0
2025-08-26,-3473.7500000000045,8,"{'StopLoss': 7, 'Exit': 1}",97043.74999999927,3,5
2025-08-27,-1058.7500000000018,2,{'StopLoss': 2},95984.99999999927,1,1
2025-08-28,-7628.750000000012,17,"{'StopLoss': 16, 'Exit': 1}",88356.24999999926,5,12
2025-08-29,2608.749999999997,2,"{'StopLoss': 1, 'Exit': 1}",90964.99999999926,2,0
2025-09-01,-903.7500000000013,3,"{'StopLoss': 2, 'Exit': 1}",90061.24999999926,1,2
2025-09-02,-6634.999999999998,11,{'StopLoss': 11},83426.24999999926,3,8
2025-09-03,-1522.5000000000045,3,"{'StopLoss': 2, 'Exit': 1}",81903.74999999926,1,2
2025-09-04,-2421.25000000001,7,"{'StopLoss': 6, 'Exit': 1}",79482.49999999924,2,5
2025-09-05,2234.999999999993,6,"{'StopLoss': 5, 'Exit': 1}",81717.49999999924,3,3
2025-09-08,-965.0000000000047,8,"{'StopLoss': 7, 'Exit': 1}",80752.49999999924,4,4
2025-09-09,1357.5000000000025,6,"{'StopLoss': 5, 'TakeProfit': 1}",82109.99999999924,3,3
2025-09-10,347.4999999999968,2,"{'StopLoss': 1, 'Exit': 1}",82457.49999999924,1,1
2025-09-11,1276.2499999999977,1,{'Exit': 1},83733.74999999924,1,0
2025-09-12,-207.50000000000182,2,"{'StopLoss': 1, 'Exit': 1}",83526.24999999924,1,1
2025-09-15,2311.25,1,{'Exit': 1},85837.49999999924,1,0
2025-09-16,-658.7499999999993,4,"{'StopLoss': 3, 'TakeProfit': 1}",85178.74999999924,1,3
2025-09-17,297.49999999999784,1,{'Exit': 1},85476.24999999924,1,0
2025-09-18,191.2499999999951,3,"{'StopLoss': 2, 'Exit': 1}",85667.49999999924,2,1
2025-09-19,1089.999999999998,2,"{'StopLoss': 1, 'Exit': 1}",86757.49999999924,1,1
2025-09-22,537.4999999999982,4,"{'StopLoss': 3, 'Exit': 1}",87294.99999999924,2,2
2025-09-23,-3124.9999999999977,11,{'StopLoss': 11},84169.99999999924,3,8
2025-09-24,1898.7499999999975,1,{'Exit': 1},86068.74999999924,1,0
2025-09-25,829.9999999999917,4,"{'StopLoss': 3, 'Exit': 1}",86898.74999999923,2,2
2025-09-26,1373.7499999999939,4,"{'StopLoss': 3, 'Exit': 1}",88272.49999999923,2,2
2025-09-29,-2333.750000000009,11,{'StopLoss': 11},85938.74999999921,4,7
2025-09-30,-980.0000000000002,11,{'StopLoss': 11},84958.74999999921,4,7
2025-10-01,-767.5000000000052,4,"{'StopLoss': 3, 'Exit': 1}",84191.24999999921,2,2
2025-10-02,-366.2500000000006,1,{'StopLoss': 1},83824.99999999921,0,1
2025-10-03,651.2499999999978,2,"{'StopLoss': 1, 'Exit': 1}",84476.24999999921,1,1
2025-10-06,-1051.2500000000032,8,"{'StopLoss': 7, 'Exit': 1}",83424.99999999921,2,6
2025-10-07,2500.0000000000027,11,{'StopLoss': 11},85924.99999999921,6,5
2025-10-08,771.2499999999895,5,"{'StopLoss': 4, 'Exit': 1}",86696.2499999992,3,2
2025-10-09,284.999999999995,3,"{'StopLoss': 2, 'Exit': 1}",86981.2499999992,1,2
2025-10-10,-1001.2500000000009,3,"{'StopLoss': 2, 'Exit': 1}",85979.9999999992,1,2
2025-10-13,227.49999999999386,8,"{'StopLoss': 7, 'Exit': 1}",86207.4999999992,5,3
2025-10-14,2068.7499999999923,14,"{'StopLoss': 12, 'TakeProfit': 1, 'Exit': 1}",88276.24999999919,7,7
2025-10-15,-965.0000000000034,2,"{'StopLoss': 1, 'Exit': 1}",87311.24999999919,1,1
2025-10-16,-3850.000000000011,4,"{'StopLoss': 3, 'Exit': 1}",83461.24999999917,1,3
2025-10-17,-3198.750000000011,9,"{'StopLoss': 8, 'Exit': 1}",80262.49999999916,4,5
2025-10-20,897.4999999999986,7,"{'StopLoss': 6, 'TakeProfit': 1}",81159.99999999916,4,3
2025-10-22,-1330.0000000000002,1,{'StopLoss': 1},79829.99999999916,0,1
2025-10-23,2067.499999999993,4,"{'StopLoss': 3, 'Exit': 1}",81897.49999999916,2,2
2025-10-24,367.49999999999307,6,"{'StopLoss': 5, 'Exit': 1}",82264.99999999916,3,3
2025-10-27,295.0000000000007,2,"{'StopLoss': 1, 'Exit': 1}",82559.99999999916,1,1
2025-10-28,2408.75,10,"{'StopLoss': 9, 'TakeProfit': 1}",84968.74999999916,4,6
