total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
877.5000000000011,877.5000000000011,100.0,,0.0,6,4,2,982.5000000000007,-1526.2500000000007,1514.999999999999,-1976.2499999999995,1.2874692874692877
