total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
98406.25000000035,512.5325520833352,60.416666666666664,0.15782359052028164,18288.749999999938,898,417,481,1191.241007194245,-828.1522869022864,11346.250000000004,-4988.749999999998,1.2470400692873271
