total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
-3982.500000000067,-398.2500000000067,60.0,-0.07979916646564644,18453.75000000005,45,17,28,1765.2941176470572,-1214.0178571428585,6529.999999999998,-2533.7500000000023,0.88284180333897
