datetime,close_ce,close_pe,MinutePnL,CumulativePnL
2025-10-24 13:46:00,101.4,104.35,0.0,0.0
2025-10-24 13:47:00,102.45,99.3,4.0,300.0
2025-10-24 13:48:00,100.35,103.15,2.25,168.75
2025-10-24 13:49:00,99.2,102.95,3.5999999999999943,269.99999999999955
2025-10-24 13:50:00,99.2,106.7,-0.15000000000000568,-11.250000000000426
2025-10-24 13:51:00,101.0,102.85,1.9000000000000057,142.50000000000043
2025-10-24 13:52:00,100.65,104.35,0.75,56.25
2025-10-24 13:53:00,100.2,103.55,2.0,150.0
2025-10-24 13:54:00,104.0,97.4,4.349999999999994,326.24999999999955
2025-10-24 13:55:00,106.0,94.6,5.150000000000006,386.25000000000045
2025-10-24 13:56:00,105.95,93.4,6.399999999999977,479.9999999999983
2025-10-24 13:57:00,103.5,98.6,3.6500000000000057,273.75000000000045
2025-10-24 13:58:00,106.5,95.25,4.0,300.0
2025-10-24 13:59:00,106.25,95.05,4.449999999999989,333.74999999999915
2025-10-24 14:00:00,106.0,94.0,5.75,431.25
2025-10-24 14:01:00,106.3,94.0,5.449999999999989,408.74999999999915
2025-10-24 14:02:00,103.95,96.8,5.0,375.0
2025-10-24 14:03:00,104.9,96.2,4.649999999999977,348.7499999999983
2025-10-24 14:04:00,106.7,93.4,5.649999999999977,423.7499999999983
2025-10-24 14:05:00,107.35,92.4,6.0,450.0
2025-10-24 14:06:00,111.65,85.7,8.399999999999977,629.9999999999983
2025-10-24 14:07:00,110.65,86.9,8.199999999999989,614.9999999999991
2025-10-24 14:08:00,111.0,86.75,8.0,600.0
2025-10-24 14:09:00,109.1,88.85,7.800000000000011,585.0000000000009
2025-10-24 14:10:00,113.65,83.4,8.699999999999989,652.4999999999991
2025-10-24 14:11:00,113.35,83.9,8.5,637.5
2025-10-24 14:12:00,119.1,78.6,8.050000000000011,603.7500000000009
2025-10-24 14:13:00,117.15,80.8,7.800000000000011,585.0000000000009
2025-10-24 14:14:00,114.5,82.75,8.5,637.5
2025-10-24 14:15:00,112.95,84.6,8.199999999999989,614.9999999999991
2025-10-24 14:16:00,116.1,81.2,8.449999999999989,633.7499999999991
2025-10-24 14:17:00,118.45,81.1,6.199999999999989,464.99999999999915
2025-10-24 14:18:00,119.7,78.4,7.649999999999977,573.7499999999983
2025-10-24 14:19:00,116.05,81.9,7.800000000000011,585.0000000000009
2025-10-24 14:20:00,116.15,82.2,7.399999999999977,554.9999999999983
2025-10-24 14:21:00,116.6,81.75,7.400000000000006,555.0000000000005
2025-10-24 14:22:00,116.75,82.2,6.800000000000011,510.00000000000085
2025-10-24 14:23:00,114.25,82.75,8.75,656.25
2025-10-24 14:24:00,117.85,80.1,7.800000000000011,585.0000000000009
2025-10-24 14:25:00,118.1,79.3,8.350000000000023,626.2500000000017
2025-10-24 14:26:00,120.0,77.65,8.099999999999994,607.4999999999995
2025-10-24 14:27:00,123.25,74.55,7.949999999999989,596.2499999999991
2025-10-24 14:28:00,125.5,72.0,8.25,618.75
2025-10-24 14:29:00,122.55,74.45,8.75,656.25
2025-10-24 14:30:00,120.0,77.85,7.900000000000006,592.5000000000005
2025-10-24 14:31:00,124.0,75.95,5.800000000000011,435.00000000000085
2025-10-24 14:32:00,121.0,77.85,6.900000000000006,517.5000000000005
2025-10-24 14:33:00,119.95,76.3,9.5,712.5
2025-10-24 14:34:00,112.95,80.75,12.050000000000011,903.7500000000009
2025-10-24 14:35:00,110.45,83.9,11.399999999999977,854.9999999999983
2025-10-24 14:36:00,109.45,84.25,12.050000000000011,903.7500000000009
2025-10-24 14:37:00,112.5,81.5,11.75,881.25
2025-10-24 14:38:00,113.55,81.65,10.550000000000011,791.2500000000009
2025-10-24 14:39:00,109.9,84.05,11.800000000000011,885.0000000000009
2025-10-24 14:40:00,107.8,85.0,12.949999999999989,971.2499999999991
2025-10-24 14:41:00,115.4,79.65,10.699999999999989,802.4999999999991
2025-10-24 14:42:00,113.65,81.1,11.0,825.0
2025-10-24 14:43:00,113.5,80.8,11.449999999999989,858.7499999999991
2025-10-24 14:44:00,112.2,83.05,10.5,787.5
2025-10-24 14:45:00,114.8,80.7,10.25,768.75
2025-10-24 14:46:00,114.1,81.45,10.199999999999989,764.9999999999991
2025-10-24 14:47:00,108.3,87.75,9.699999999999989,727.4999999999991
2025-10-24 14:48:00,105.15,88.75,11.849999999999994,888.7499999999995
2025-10-24 14:49:00,108.05,86.1,11.600000000000023,870.0000000000017
2025-10-24 14:50:00,106.55,87.65,11.550000000000011,866.2500000000009
2025-10-24 14:51:00,102.9,88.65,14.199999999999989,1064.999999999999
2025-10-24 14:52:00,106.65,85.95,13.149999999999977,986.2499999999983
2025-10-24 14:53:00,105.95,86.35,13.449999999999989,1008.7499999999991
2025-10-24 14:54:00,113.15,79.1,13.5,1012.5
2025-10-24 14:55:00,112.5,82.05,11.199999999999989,839.9999999999991
2025-10-24 14:56:00,112.8,82.5,10.449999999999989,783.7499999999991
2025-10-24 14:57:00,107.75,85.3,12.699999999999989,952.4999999999991
2025-10-24 14:58:00,106.0,86.1,13.650000000000006,1023.7500000000005
2025-10-24 14:59:00,107.1,86.0,12.650000000000006,948.7500000000005
2025-10-24 15:00:00,110.3,82.05,13.400000000000006,1005.0000000000005
2025-10-24 15:01:00,111.45,80.95,13.349999999999994,1001.2499999999995
2025-10-24 15:02:00,121.15,69.65,14.949999999999989,1121.249999999999
2025-10-24 15:03:00,130.95,62.35,12.450000000000017,933.7500000000013
