datetime,close_ce,close_pe,MinutePnL,CumulativePnL
2025-10-24 15:08:00,102.1,86.2,0.0,0.0
2025-10-24 15:09:00,107.8,81.3,-0.799999999999983,-59.99999999999872
2025-10-24 15:10:00,102.65,87.9,-2.25,-168.75
2025-10-24 15:11:00,95.5,93.7,-0.8999999999999773,-67.4999999999983
2025-10-24 15:12:00,99.75,88.4,0.15000000000000568,11.250000000000426
2025-10-24 15:13:00,99.7,88.2,0.4000000000000057,30.000000000000426
2025-10-24 15:14:00,99.7,88.6,0.0,0.0
2025-10-24 15:15:00,102.05,89.75,-3.5,-262.5
2025-10-24 15:16:00,101.4,89.05,-2.1499999999999773,-161.2499999999983
2025-10-24 15:17:00,103.4,88.15,-3.25,-243.75
2025-10-24 15:18:00,103.2,88.3,-3.1999999999999886,-239.99999999999915
2025-10-24 15:19:00,102.25,87.4,-1.3499999999999943,-101.24999999999957
2025-10-24 15:20:00,102.2,85.75,0.35000000000002274,26.250000000001705
