total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
38008.74999999989,1900.4374999999945,90.0,0.7372509794314508,5571.25000000004,97,56,41,1309.1071428571418,-861.0060975609769,5799.999999999998,-2892.500000000001,2.076697000814414
