date,reentry,underlying_price,ATM Strike,CE Entry,PE Entry,CE Exit,PE Exit,gross_pnl,net_PnL,ExitReason,EntryTime,ExitTime,expiry,weekday,trading_dy_typ,CumulativePnL,,ce_sell_exp,put_sell_exp,ce_buy_exp,pe_buy_exp,exp,net
01-01-25,2,23635.55,23650,128.9,120.95,168.2,100.45,-1410,-1495,StopLoss,01-01-25 10:17,01-01-25 10:47,02-01-25,Wednesday,1,-4372.5,,15.7096875,14.7425955,0.7087107,0.423246075,31.58423978,-1441.58424
01-01-25,3,23673.7,23650,214.75,86.1,207.95,68.15,1856.25,1771.25,Exit,01-01-25 10:52,01-01-25 15:20,02-01-25,Wednesday,1,-2601.25,,26.17265625,10.494729,0.876197325,0.287150025,37.8307326,1818.419267
02-01-25,0,23765.1,23750,128.35,104.55,161.8,65.9,390,305,StopLoss,02-01-25 9:20,02-01-25 9:42,02-01-25,Thursday,0,305,,15.64265625,12.7435995,0.6817443,0.27766965,29.3456697,360.6543303
02-01-25,1,23834.5,23850,89.45,113,116.9,85.25,22.5,-62.5,StopLoss,02-01-25 9:47,02-01-25 10:12,02-01-25,Thursday,0,242.5,,10.90171875,13.77357,0.49255815,0.359200875,25.52704778,-3.027047775
02-01-25,2,23869.3,23850,112.1,86.45,144.6,66,-903.75,-988.75,StopLoss,02-01-25 10:17,02-01-25 10:49,02-01-25,Thursday,0,-746.25,,13.6621875,10.5373905,0.6092721,0.278091,25.0869411,-928.8369411
02-01-25,3,23913.9,23900,116.05,80.05,161.55,50.95,-1230,-1315,StopLoss,02-01-25 10:54,02-01-25 12:25,02-01-25,Thursday,0,-2061.25,,14.14359375,9.7572945,0.680690925,0.214677825,24.796257,-1254.796257
02-01-25,4,23998.95,24000,120.6,76.75,129.45,26.8,3082.5,2997.5,TakeProfit,02-01-25 12:30,02-01-25 13:08,02-01-25,Thursday,0,936.25,,14.698125,9.3550575,0.545437575,0.1129218,24.71154188,3057.788458
03-01-25,0,24169.25,24150,186.85,177.4,149.95,226.05,-881.25,-966.25,StopLoss,03-01-25 9:20,03-01-25 9:44,09-01-25,Friday,4,-966.25,,22.77234375,21.623286,0.631814325,0.952461675,45.97990575,-927.2299058
03-01-25,1,24083.4,24100,169.65,201.6,114.35,208.6,3622.5,3537.5,Exit,03-01-25 9:49,03-01-25 15:20,09-01-25,Friday,4,2571.25,,20.67609375,24.573024,0.481813725,0.8789361,46.60986758,3575.890132
06-01-25,0,24022.4,24000,150.1,150.15,130.35,196.25,-1976.25,-2061.25,StopLoss,06-01-25 9:20,06-01-25 9:35,09-01-25,Monday,3,-2061.25,,18.2934375,18.3017835,0.549229725,0.826899375,37.9713501,-2014.22135
06-01-25,1,24008.55,24000,129.4,208.3,161.9,162.15,1023.75,938.75,StopLoss,06-01-25 9:40,06-01-25 10:01,09-01-25,Monday,3,-1122.5,,15.770625,25.389687,0.68216565,0.683219025,42.52569668,981.2243033
06-01-25,2,24009.25,24000,159.5,164.6,113.25,206.25,345,260,StopLoss,06-01-25 10:06,06-01-25 10:37,09-01-25,Monday,3,-862.5,,19.4390625,20.063094,0.477178875,0.869034375,40.84836975,304.1516302
06-01-25,3,23922.95,23900,146.25,171.9,123.5,217.15,-1687.5,-1772.5,StopLoss,06-01-25 10:42,06-01-25 11:03,09-01-25,Monday,3,-2635,,17.82421875,20.952891,0.52036725,0.914961525,40.21243853,-1727.712439
06-01-25,4,23817.45,23800,167.25,164.5,143.15,212.85,-1818.75,-1903.75,StopLoss,06-01-25 11:08,06-01-25 11:12,09-01-25,Monday,3,-4538.75,,20.38359375,20.050905,0.603162525,0.896843475,41.93450475,-1860.684505
06-01-25,5,23731.15,23750,172.05,181.9,145.05,241.55,-2448.75,-2533.75,StopLoss,06-01-25 11:17,06-01-25 11:48,09-01-25,Monday,3,-7072.5,,20.96859375,22.171791,0.611168175,1.017770925,44.76932385,-2493.519324
