date,reentry,underlying_price,ATM Strike,CE Entry,PE Entry,CE Exit,PE Exit,gross_pnl,net_PnL,ExitReason,EntryTime,ExitTime,expiry,weekday,trading_dy_typ,CumulativePnL,,ce_sell_exp,put_sell_exp,ce_buy_exp,pe_buy_exp,exp,net
18-03-25,0,22608.45,22600,130.25,95.75,167,81.4,-1680,-1765,StopLoss,18-03-25 9:20,18-03-25 9:25,20-03-25,Tuesday,2,-1765,,15.87421875,11.6709675,0.7036545,0.3429789,28.59181965,-1708.59182
18-03-25,1,22658.5,22650,133.15,101.75,169.25,74.5,-663.75,-748.75,StopLoss,18-03-25 9:30,18-03-25 10:01,20-03-25,Tuesday,2,-2513.75,,16.22765625,12.4023075,0.713134875,0.31390575,29.65700438,-693.4070044
18-03-25,2,22722.9,22700,143.4,91.95,186.2,46.1,228.75,143.75,StopLoss,18-03-25 10:06,18-03-25 15:08,20-03-25,Tuesday,2,-2370,,17.476875,11.2077855,0.7845537,0.19424235,29.66345655,199.0865435
18-03-25,3,22825.15,22850,93.55,85.6,101.1,86.5,-633.75,-718.75,Exit,18-03-25 15:13,18-03-25 15:20,20-03-25,Tuesday,2,-3088.75,,11.40140625,10.433784,0.42598485,0.36446775,22.62564285,-656.3756429
19-03-25,0,22859.75,22850,107.9,75.75,84.5,103.1,-296.25,-381.25,StopLoss,19-03-25 9:20,19-03-25 9:24,20-03-25,Wednesday,1,-381.25,,13.1503125,9.2331675,0.35604075,0.43441185,23.1739326,-319.4239326
19-03-25,1,22811.85,22800,128.5,61.55,106.9,78.35,360,275,StopLoss,19-03-25 9:29,19-03-25 9:36,20-03-25,Wednesday,1,-106.25,,15.6609375,7.5023295,0.45042315,0.330127725,23.94381788,336.0561821
19-03-25,2,22817.45,22800,106.8,77.45,138.05,54.35,-611.25,-696.25,StopLoss,19-03-25 9:41,19-03-25 9:47,20-03-25,Wednesday,1,-802.5,,13.01625,9.4403805,0.581673675,0.229003725,23.2673079,-634.5173079
19-03-25,3,22869.45,22850,106.6,68,134.85,49.15,-705,-790,StopLoss,19-03-25 9:52,19-03-25 10:24,20-03-25,Wednesday,1,-1592.5,,12.991875,8.28852,0.568190475,0.207093525,22.055679,-727.055679
19-03-25,4,22909.1,22900,95.35,71.15,77.25,89.75,-37.5,-122.5,StopLoss,19-03-25 10:29,19-03-25 10:51,20-03-25,Wednesday,1,-1715,,11.62078125,8.6724735,0.325492875,0.378161625,20.99690925,-58.49690925
19-03-25,5,22877.5,22900,84.6,79.95,109.35,62,-510,-595,StopLoss,19-03-25 10:56,19-03-25 12:49,20-03-25,Wednesday,1,-2310,,10.310625,9.7451055,0.460746225,0.261237,20.77771373,-530.7777137
19-03-25,6,22931.25,22950,75.7,87.25,58.05,109.35,-333.75,-418.75,StopLoss,19-03-25 12:54,19-03-25 13:12,20-03-25,Wednesday,1,-2728.75,,9.2259375,10.6349025,0.244593675,0.460746225,20.5661799,-354.3161799
19-03-25,7,22891.4,22900,90.65,74.9,97.4,69.05,-67.5,-152.5,Exit,19-03-25 13:17,19-03-25 15:20,20-03-25,Wednesday,1,-2881.25,,11.04796875,9.129561,0.4103949,0.290942175,20.87886683,-88.37886682
20-03-25,0,23018.6,23000,54.9,50.25,70.9,43.5,-693.75,-778.75,StopLoss,20-03-25 9:20,20-03-25 9:22,20-03-25,Thursday,0,-778.75,,6.6909375,6.1249725,0.29873715,0.18328725,13.2979344,-707.0479344
20-03-25,1,23036.1,23050,60.75,53.55,31.25,81.95,82.5,-2.5,StopLoss,20-03-25 9:27,20-03-25 10:06,20-03-25,Thursday,0,-781.25,,7.40390625,6.5272095,0.131671875,0.345296325,14.40808395,68.09191605
20-03-25,2,22993,23000,47.25,60.85,73.05,33,153.75,68.75,StopLoss,20-03-25 10:11,20-03-25 10:18,20-03-25,Thursday,0,-712.5,,5.75859375,7.4170065,0.307796175,0.1390455,13.62244193,140.1275581
20-03-25,3,23027,23050,41.35,46.3,57.2,31.55,-82.5,-167.5,StopLoss,20-03-25 10:23,20-03-25 11:13,20-03-25,Thursday,0,-880,,5.03953125,5.643507,0.2410122,0.132935925,11.05698638,-93.55698638
20-03-25,4,23064.3,23050,48.9,33.45,64.85,13.95,266.25,181.25,StopLoss,20-03-25 11:18,20-03-25 12:48,20-03-25,Thursday,0,-698.75,,5.9596875,4.0772205,0.273245475,0.058778325,10.3689318,255.8810682
20-03-25,5,23103.9,23100,25.5,26.7,39.25,15.55,-195,-280,StopLoss,20-03-25 12:53,20-03-25 13:10,20-03-25,Thursday,0,-978.75,,3.1078125,3.254463,0.165379875,0.065519925,6.5931753,-201.5931753
20-03-25,6,23125.45,23150,24.4,31.9,37.4,28,-682.5,-767.5,StopLoss,20-03-25 13:15,20-03-25 13:19,20-03-25,Thursday,0,-1746.25,,2.97375,3.888291,0.1575849,0.117978,7.1376039,-689.6376039
20-03-25,7,23156.3,23150,48.9,26.05,52.3,8.2,1083.75,998.75,TakeProfit,20-03-25 13:24,20-03-25 13:51,20-03-25,Thursday,0,-747.5,,5.9596875,3.1752345,0.22036605,0.0345507,9.38983875,1074.360161
21-03-25,0,23191.8,23200,136.75,135.45,180.95,98.05,-510,-595,StopLoss,21-03-25 9:20,21-03-25 9:41,27-03-25,Friday,4,-595,,16.66640625,16.5100005,0.762432825,0.413133675,34.35197325,-544.3519732
21-03-25,1,23264.8,23250,153.45,114.8,197.9,90.5,-1511.25,-1596.25,StopLoss,21-03-25 9:46,21-03-25 10:47,27-03-25,Friday,4,-2191.25,,18.70171875,13.992972,0.83385165,0.38132175,33.90986415,-1545.159864
21-03-25,2,23334.45,23350,156.5,126.85,141.75,114.15,2058.75,1973.75,Exit,21-03-25 10:52,21-03-25 15:20,27-03-25,Friday,4,-217.5,,19.0734375,15.4617465,0.597263625,0.480971025,35.61341865,2023.136581
24-03-25,0,23504.6,23500,132.1,114.05,115.95,145.85,-1173.75,-1258.75,StopLoss,24-03-25 9:20,24-03-25 9:31,27-03-25,Monday,3,-1258.75,,16.0996875,13.9015545,0.488555325,0.614538975,31.1043363,-1204.854336
24-03-25,1,23467.15,23450,143.35,121.05,184.05,89.85,-712.5,-797.5,StopLoss,24-03-25 9:36,24-03-25 9:56,27-03-25,Monday,3,-2056.25,,17.47078125,14.7547845,0.775494675,0.378582975,33.3796434,-745.8796434
24-03-25,2,23528,23550,139.95,122.25,175.45,117.5,-2306.25,-2391.25,StopLoss,24-03-25 10:01,24-03-25 10:49,27-03-25,Monday,3,-4447.5,,17.05640625,14.9010525,0.739258575,0.49508625,33.19180358,-2339.441804
24-03-25,3,23590.85,23600,154.65,137.15,194.9,84.35,941.25,856.25,StopLoss,24-03-25 10:54,24-03-25 14:13,27-03-25,Monday,3,-3591.25,,18.84796875,16.7172135,0.82121115,0.355408725,36.74180213,904.5081979
24-03-25,4,23687.35,23700,134.85,125.5,135.45,132.65,-581.25,-666.25,Exit,24-03-25 14:18,24-03-25 15:20,27-03-25,Monday,3,-4257.5,,16.43484375,15.297195,0.570718575,0.558920775,32.8616781,-614.1116781
25-03-25,0,23717.4,23700,161.65,136.05,203.3,79.6,1110,1025,StopLoss,25-03-25 9:20,25-03-25 9:49,27-03-25,Tuesday,2,1025,,19.70109375,16.5831345,0.85660455,0.3353946,37.4762274,1072.523773
25-03-25,1,23810.85,23800,167.1,106.45,134.25,139.65,-26.25,-111.25,StopLoss,25-03-25 9:54,25-03-25 10:14,27-03-25,Tuesday,2,913.75,,20.3653125,12.9751905,0.565662375,0.588415275,34.49458065,-60.74458065
25-03-25,2,23770.4,23750,178.75,103.1,127.4,132.85,1620,1535,StopLoss,25-03-25 10:19,25-03-25 10:38,27-03-25,Tuesday,2,2448.75,,21.78515625,12.566859,0.5367999,0.559763475,35.44857863,1584.551421
25-03-25,3,23713.6,23700,182.35,88.55,136.45,117.5,1271.25,1186.25,StopLoss,25-03-25 10:43,25-03-25 10:55,27-03-25,Tuesday,2,3635,,22.22390625,10.7933595,0.574932075,0.49508625,34.08728408,1237.162716
25-03-25,4,23687.9,23700,146.35,112.9,118.7,97.25,3247.5,3162.5,Exit,25-03-25 11:00,25-03-25 15:20,27-03-25,Tuesday,2,6797.5,,17.83640625,13.761381,0.50014245,0.409762875,32.50769258,3214.992307
26-03-25,0,23720.6,23700,125.55,84.55,96.05,108.1,446.25,361.25,StopLoss,26-03-25 9:20,26-03-25 9:30,27-03-25,Wednesday,1,361.25,,15.30140625,10.3057995,0.404706675,0.45547935,26.46739178,419.7826082
26-03-25,1,23684.4,23700,86.1,110.55,108.4,74.45,1035,950,StopLoss,26-03-25 9:35,26-03-25 10:34,27-03-25,Wednesday,1,1311.25,,10.4934375,13.4749395,0.4567434,0.313695075,24.73881548,1010.261185
26-03-25,2,23698.2,23700,94.9,79.05,73.85,113.8,-1027.5,-1112.5,StopLoss,26-03-25 10:39,26-03-25 11:02,27-03-25,Wednesday,1,198.75,,11.5659375,9.6354045,0.311166975,0.4794963,21.99200528,-1049.492005
26-03-25,3,23643,23650,98.9,82.5,81.8,105.2,-420,-505,StopLoss,26-03-25 11:07,26-03-25 11:58,27-03-25,Wednesday,1,-306.25,,12.0534375,10.055925,0.3446643,0.4432602,22.897287,-442.897287
26-03-25,4,23599.3,23600,98.7,84.65,126.5,60.05,-240,-325,StopLoss,26-03-25 12:03,26-03-25 12:48,27-03-25,Wednesday,1,-631.25,,12.0290625,10.3179885,0.53300775,0.253020675,23.13307943,-263.1330794
26-03-25,5,23636.2,23650,91,84.95,71.05,110.05,-386.25,-471.25,StopLoss,26-03-25 12:53,26-03-25 13:05,27-03-25,Wednesday,1,-1102.5,,11.090625,10.3545555,0.299369175,0.463695675,22.20824535,-408.4582453
26-03-25,6,23580.5,23600,85.5,92.95,49.45,119.8,690,605,StopLoss,26-03-25 13:10,26-03-25 14:53,27-03-25,Wednesday,1,-497.5,,10.4203125,11.3296755,0.208357575,0.5047773,22.46312288,667.5368771
26-03-25,7,23495.5,23500,82.7,82.75,104.05,61.9,-37.5,-122.5,StopLoss,26-03-25 14:58,26-03-25 15:10,27-03-25,Wednesday,1,-620,,10.0790625,10.0863975,0.438414675,0.26081565,20.86469033,-58.36469032
26-03-25,8,23509.7,23500,91.85,69.55,90.75,70.25,30,-55,Exit,26-03-25 15:15,26-03-25 15:20,27-03-25,Wednesday,1,-675,,11.19421875,8.4774495,0.382375125,0.295998375,20.35004175,9.64995825
27-03-25,0,23512.6,23500,88.65,62.85,111.55,25.75,1065,980,StopLoss,27-03-25 9:20,27-03-25 9:55,27-03-25,Thursday,0,980,,10.80421875,7.6607865,0.470015925,0.108497625,19.0435188,1045.956481
27-03-25,1,23566.3,23550,79.4,31.3,100.5,22.7,-937.5,-1022.5,StopLoss,27-03-25 10:00,27-03-25 10:11,27-03-25,Thursday,0,-42.5,,9.676875,3.815157,0.42345675,0.09564645,14.0111352,-951.5111352
27-03-25,2,23610.5,23600,62.75,31.1,47.1,40.9,438.75,353.75,StopLoss,27-03-25 10:16,27-03-25 10:18,27-03-25,Thursday,0,311.25,,7.64765625,3.790779,0.19845585,0.17233215,11.80922325,426.9407768
27-03-25,3,23597.85,23600,61.1,28.1,36.75,37.45,1125,1040,StopLoss,27-03-25 10:23,27-03-25 10:35,27-03-25,Thursday,0,1351.25,,7.4465625,3.425109,0.154846125,0.157795575,11.1843132,1113.815687
27-03-25,4,23590.35,23600,34,35.9,21.65,47.75,37.5,-47.5,StopLoss,27-03-25 10:40,27-03-25 10:51,27-03-25,Thursday,0,1303.75,,4.14375,4.375851,0.091222275,0.201194625,8.8120179,28.6879821
27-03-25,5,23565.1,23550,52.55,24.5,71.4,13.2,-566.25,-651.25,StopLoss,27-03-25 10:56,27-03-25 11:00,27-03-25,Thursday,0,652.5,,6.40453125,2.986305,0.3008439,0.0556182,9.74729835,-575.9972984
27-03-25,6,23600.9,23600,38.2,25.75,11.55,19.3,2482.5,2397.5,TakeProfit,27-03-25 11:05,27-03-25 13:14,27-03-25,Thursday,0,3050,,4.655625,3.1386675,0.048665925,0.08132055,7.924278975,2474.575721
28-03-25,0,23602.3,23600,184.3,134.3,131.55,169.45,1320,1235,StopLoss,28-03-25 9:20,28-03-25 9:34,03-04-25,Friday,4,1235,,22.4615625,16.369827,0.554285925,0.713977575,40.099653,1279.900347
28-03-25,1,23543.3,23550,145,159.9,190.45,114.65,-15,-100,StopLoss,28-03-25 9:39,28-03-25 10:30,03-04-25,Friday,4,1135,,17.671875,19.490211,0.802461075,0.483077775,38.44762485,-53.44762485
28-03-25,2,23581.1,23600,185.9,118.35,120.65,148.35,2643.75,2558.75,StopLoss,28-03-25 10:35,28-03-25 12:19,03-04-25,Friday,4,3693.75,,22.6565625,14.4256815,0.508358775,0.625072725,38.2156755,2605.534325
28-03-25,3,23557.85,23550,136.4,132.85,94.25,168.85,461.25,376.25,StopLoss,28-03-25 12:24,28-03-25 13:48,03-04-25,Friday,4,4070,,16.62375,16.1930865,0.397122375,0.711449475,33.92540835,427.3245917
28-03-25,4,23464.6,23450,143.95,116.5,187.4,79.65,-495,-580,StopLoss,28-03-25 13:53,28-03-25 14:29,03-04-25,Friday,4,3490,,17.54390625,14.200185,0.7896099,0.335605275,32.86930643,-527.8693064
28-03-25,5,23571.8,23550,117.8,128.4,105.2,125.85,1136.25,1051.25,Exit,28-03-25 14:34,28-03-25 15:20,03-04-25,Friday,4,4541.25,,14.356875,15.650676,0.4432602,0.530268975,30.98108018,1105.26892
31-03-25,0,23341.1,23350,161.05,75.5,209.25,51.45,-1811.25,-1896.25,StopLoss,31-03-25 9:20,01-04-25 9:33,03-04-25,Monday,3,-1896.25,,19.62796875,9.202695,0.881674875,0.216784575,29.9291232,-1841.179123
01-04-25,0,23431.35,23450,101.65,116.2,128.8,88.05,75,-10,StopLoss,01-04-25 9:20,01-04-25 9:31,03-04-25,Tuesday,2,-10,,12.38859375,14.163618,0.5426988,0.370998675,27.46590923,47.53409078
01-04-25,1,23479.5,23500,115.9,98.5,148.5,79.85,-1046.25,-1131.25,StopLoss,01-04-25 9:36,01-04-25 9:41,03-04-25,Tuesday,2,-1141.25,,14.1253125,12.006165,0.62570475,0.336447975,27.09363023,-1073.34363
01-04-25,2,23559.5,23550,99.05,109.75,71.65,140.95,-285,-370,StopLoss,01-04-25 9:46,01-04-25 10:02,03-04-25,Tuesday,2,-1511.25,,12.07171875,13.3774275,0.301897275,0.593892825,26.34493635,-311.3449363
01-04-25,3,23470.95,23450,119.3,90.9,79.5,133.4,-202.5,-287.5,StopLoss,01-04-25 10:07,01-04-25 10:24,03-04-25,Tuesday,2,-1798.75,,14.5396875,11.079801,0.33497325,0.5620809,26.51654265,-229.0165427
01-04-25,4,23374.85,23350,104.2,117,85,155.15,-1421.25,-1506.25,StopLoss,01-04-25 10:29,01-04-25 10:56,03-04-25,Tuesday,2,-3305,,12.699375,14.26113,0.3581475,0.653724525,27.97237703,-1449.222377
01-04-25,5,23245.6,23250,128.55,104.15,93.5,139.9,-52.5,-137.5,StopLoss,01-04-25 11:01,01-04-25 11:43,03-04-25,Tuesday,2,-3442.5,,15.66703125,12.6948435,0.39396225,0.58946865,29.34530565,-81.84530565
01-04-25,6,23186.45,23200,127.5,100.2,107.7,96.3,1777.5,1692.5,Exit,01-04-25 11:48,01-04-25 15:20,03-04-25,Tuesday,2,-1750,,15.5390625,12.213378,0.45379395,0.40576005,28.6119945,1748.888006
02-04-25,0,23196,23200,111.3,98.95,142.65,69.2,-120,-205,StopLoss,02-04-25 9:20,02-04-25 9:30,03-04-25,Wednesday,1,-205,,13.5646875,12.0610155,0.601055775,0.2915742,26.51833298,-146.518333
02-04-25,1,23255.55,23250,126.95,75.3,94.45,96.25,866.25,781.25,StopLoss,02-04-25 9:35,02-04-25 9:44,03-04-25,Wednesday,1,576.25,,15.47203125,9.178317,0.397965075,0.405549375,25.4538627,840.7961373
02-04-25,2,23234,23250,79.5,111.3,103.3,79.45,603.75,518.75,StopLoss,02-04-25 9:49,02-04-25 9:56,03-04-25,Wednesday,1,1095,,9.6890625,13.566357,0.43525455,0.334762575,24.02543663,579.7245634
02-04-25,3,23246.5,23250,96.2,84.65,120.75,59.6,37.5,-47.5,StopLoss,02-04-25 10:01,02-04-25 10:52,03-04-25,Wednesday,1,1047.5,,11.724375,10.3179885,0.508780125,0.2511246,22.80226823,14.69773178
02-04-25,4,23298.55,23300,76.95,87.7,79.1,70.4,1136.25,1051.25,Exit,02-04-25 10:57,02-04-25 15:20,03-04-25,Wednesday,1,2098.75,,9.37828125,10.689753,0.33328785,0.2966304,20.6979525,1115.552048
03-04-25,0,23225.65,23250,38.5,71.3,51.45,64.45,-457.5,-542.5,StopLoss,03-04-25 9:20,03-04-25 9:21,03-04-25,Thursday,0,-542.5,,4.6921875,8.690757,0.216784575,0.271560075,13.87128915,-471.3712892
03-04-25,1,23250.95,23250,49.25,53.9,42.75,17.6,3210,3125,TakeProfit,03-04-25 9:26,03-04-25 10:21,03-04-25,Thursday,0,2582.5,,6.00234375,6.569871,0.180127125,0.0741576,12.82649948,3197.173501
03-04-25,0,23225.65,23250,169.25,175.1,147.35,166.4,2295,2210,Exit,03-04-25 9:20,03-04-25 15:20,09-04-25,Thursday,0,4792.5,,20.62734375,21.342939,0.620859225,0.7011264,43.29226838,2251.707732
04-04-25,0,23071.75,23050,162.4,160.75,95.85,202.05,1893.75,1808.75,StopLoss,04-04-25 9:20,04-04-25 10:13,09-04-25,Friday,4,1808.75,,19.7925,19.5938175,0.403863975,0.851337675,40.64151915,1853.108481
04-04-25,1,22948.65,22950,152.55,131.1,90.7,165.6,2051.25,1966.25,StopLoss,04-04-25 10:18,04-04-25 13:45,09-04-25,Friday,4,3775,,18.59203125,15.979779,0.38216445,0.6977556,35.6517303,2015.59827
04-04-25,2,22894.9,22900,114.3,131.15,111.9,130.85,202.5,117.5,Exit,04-04-25 13:50,04-04-25 15:20,09-04-25,Friday,4,3892.5,,13.9303125,15.9858735,0.47149065,0.551336475,30.93901313,171.5609869
07-04-25,0,21874.85,21850,383.3,322.05,501.35,198.05,446.25,361.25,StopLoss,07-04-25 9:20,07-04-25 9:21,09-04-25,Monday,3,361.25,,46.7146875,39.2546745,2.112438225,0.834483675,88.9162839,357.3337161
07-04-25,1,22064.75,22050,332.3,261.45,234,330,2231.25,2146.25,StopLoss,07-04-25 9:26,07-04-25 10:15,09-04-25,Monday,3,2507.5,,40.4990625,31.8681405,0.985959,1.390455,74.743617,2156.506383
07-04-25,2,21914.2,21900,338.7,257.25,432.35,211.85,-3618.75,-3703.75,StopLoss,07-04-25 10:20,07-04-25 10:50,09-04-25,Monday,3,-1196.25,,41.2790625,31.3562025,1.821706725,0.892629975,75.3496017,-3694.099602
07-04-25,3,22067.05,22050,300.45,287.1,232.55,369,-1050,-1135,StopLoss,07-04-25 10:55,07-04-25 12:12,09-04-25,Monday,3,-2331.25,,36.61734375,34.994619,0.979849425,1.5547815,74.14659368,-1124.146594
07-04-25,4,21898.7,21900,302.05,333.4,379.65,238.55,1293.75,1208.75,StopLoss,07-04-25 12:17,07-04-25 14:32,09-04-25,Monday,3,-1122.5,,36.81234375,40.638126,1.599655275,1.005130425,80.05525545,1213.694745
07-04-25,5,22048.3,22050,270.65,315.25,349.25,275.6,-2921.25,-3006.25,StopLoss,07-04-25 14:37,07-04-25 15:03,09-04-25,Monday,3,-4128.75,,32.98546875,38.4258225,1.471564875,1.1612406,74.04409673,-2995.294097
07-04-25,6,22102.95,22100,356.1,282.1,363.3,278.75,-288.75,-373.75,Exit,07-04-25 15:08,07-04-25 15:20,09-04-25,Monday,3,-4502.5,,43.3996875,34.385169,1.53076455,1.174513125,80.49013418,-369.2401342
08-04-25,0,22540.7,22550,169.95,169.4,101.8,232.05,412.5,327.5,StopLoss,08-04-25 9:20,08-04-25 9:57,09-04-25,Tuesday,2,327.5,,20.71265625,20.648166,0.4289343,0.977742675,42.76749923,369.7325008
08-04-25,1,22403.95,22400,176.35,162.5,149.05,204.1,-1072.5,-1157.5,StopLoss,08-04-25 10:02,08-04-25 10:35,09-04-25,Tuesday,2,-830,,21.49265625,19.807125,0.628022175,0.85997535,42.78777878,-1115.287779
08-04-25,2,22340.05,22350,160.25,206.8,206.2,166.05,-390,-475,StopLoss,08-04-25 10:40,08-04-25 10:54,09-04-25,Tuesday,2,-1305,,19.53046875,25.206852,0.8688237,0.699651675,46.30579613,-436.3057961
08-04-25,3,22381.7,22400,178.8,181.25,227.9,144.65,-937.5,-1022.5,StopLoss,08-04-25 10:59,08-04-25 11:08,09-04-25,Tuesday,2,-2327.5,,21.79125,22.0925625,0.96025665,0.609482775,45.45355193,-982.9535519
08-04-25,4,22459.1,22450,198.85,168.25,143.85,218.9,326.25,241.25,StopLoss,08-04-25 11:13,08-04-25 11:22,09-04-25,Tuesday,2,-2086.25,,24.23484375,20.5079925,0.606111975,0.92233515,46.27128338,279.9787166
08-04-25,5,22366.4,22350,192.6,190.7,251.3,153.45,-1608.75,-1693.75,StopLoss,08-04-25 11:27,08-04-25 11:47,09-04-25,Tuesday,2,-3780,,23.473125,23.244423,1.05885255,0.646561575,48.42296213,-1657.172962
08-04-25,6,22432.6,22450,168.5,204,216.25,164.55,-622.5,-707.5,StopLoss,08-04-25 11:52,08-04-25 12:08,09-04-25,Tuesday,2,-4487.5,,20.5359375,24.86556,0.911169375,0.693331425,47.0059983,-669.5059983
08-04-25,7,22485.25,22500,212.7,167.7,270.05,120.05,-727.5,-812.5,StopLoss,08-04-25 12:13,08-04-25 12:32,09-04-25,Tuesday,2,-5300,,25.9228125,20.440953,1.137855675,0.505830675,48.00745185,-775.5074519
08-04-25,8,22638,22650,185.6,158.75,161.6,201,-1368.75,-1453.75,StopLoss,08-04-25 12:37,08-04-25 13:08,09-04-25,Tuesday,2,-6753.75,,22.62,19.3500375,0.6809016,0.8469135,43.4978526,-1412.247853
08-04-25,9,22612.25,22600,213.25,158.35,154.85,204.2,941.25,856.25,StopLoss,08-04-25 13:13,08-04-25 13:49,09-04-25,Tuesday,2,-5897.5,,25.98984375,19.3012815,0.652460475,0.8603967,46.80398243,894.4460176
08-04-25,10,22536.8,22550,164.75,209.45,211.95,154.15,607.5,522.5,StopLoss,08-04-25 13:54,08-04-25 14:01,09-04-25,Tuesday,2,-5375,,20.07890625,25.5298605,0.893051325,0.649511025,47.1513291,560.3486709
09-04-25,0,22439.8,22450,106.25,131.8,29.35,87.05,9123.75,9038.75,TakeProfit,09-04-25 9:20,09-04-25 10:10,09-04-25,Wednesday,1,9038.75,,12.94921875,16.065102,0.123666225,0.366785175,29.50477215,9094.245228
11-04-25,0,22766.3,22750,266.35,209.05,336.55,181.35,-3187.5,-3272.5,StopLoss,11-04-25 9:20,11-04-25 9:48,17-04-25,Friday,4,-3272.5,,32.46140625,25.4811045,1.418053425,0.764118225,60.1246824,-3247.624682
11-04-25,1,22854.3,22850,276.05,220.9,214.8,278.9,243.75,158.75,StopLoss,11-04-25 9:53,11-04-25 14:21,17-04-25,Friday,4,-3113.75,,33.64359375,26.925501,0.9050598,1.17514515,62.6492997,181.1007003
11-04-25,2,22770.7,22750,277.95,219.2,305.85,211.3,-1500,-1585,Exit,11-04-25 14:26,11-04-25 15:20,17-04-25,Friday,4,-4698.75,,33.87515625,26.718288,1.288698975,0.89031255,62.77245578,-1562.772456
14-04-25,0,23368.35,23350,128.1,173.4,82.1,125.7,7027.5,6942.5,Exit,14-04-25 9:20,15-04-25 15:20,17-04-25,Monday,3,6942.5,,15.6121875,21.135726,0.34592835,0.52963695,37.6234788,6989.876521
15-04-25,0,23292.9,23300,153.2,148,105.8,99.15,7218.75,7133.75,Exit,15-04-25 9:20,15-04-25 15:20,17-04-25,Tuesday,2,7133.75,,18.67125,18.03972,0.4457883,0.417768525,37.57452683,7181.175473
16-04-25,0,23291.65,23300,52.3,83.7,70.1,61.35,341.25,256.25,StopLoss,16-04-25 9:20,16-04-25 9:28,17-04-25,Wednesday,1,256.25,,6.3740625,10.202193,0.29536635,0.258498225,17.13012008,324.1198799
16-04-25,1,23335.85,23350,50.45,84.55,68.2,75.75,-671.25,-756.25,StopLoss,16-04-25 9:33,16-04-25 9:42,17-04-25,Wednesday,1,-500,,6.14859375,10.3057995,0.2873607,0.319172625,17.06092658,-688.3109266
16-04-25,2,23357.2,23350,66.9,80.85,41.15,108.6,-150,-235,StopLoss,16-04-25 9:47,16-04-25 10:19,17-04-25,Wednesday,1,-735,,8.1534375,9.8548065,0.173385525,0.4575861,18.63921563,-168.6392156
16-04-25,3,23313.05,23300,56.05,88.95,58.55,115.7,-2193.75,-2278.75,StopLoss,16-04-25 10:24,16-04-25 11:00,17-04-25,Wednesday,1,-3013.75,,6.83109375,10.8421155,0.246700425,0.48750195,18.40741163,-2212.157412
16-04-25,4,23274.9,23250,85.1,89,106.85,69.35,-157.5,-242.5,StopLoss,16-04-25 11:05,16-04-25 11:09,17-04-25,Wednesday,1,-3256.25,,10.3715625,10.84821,0.450212475,0.292206225,21.9621912,-179.4621912
16-04-25,5,23307.65,23300,86.55,82.1,111.35,52.8,337.5,252.5,StopLoss,16-04-25 11:14,16-04-25 13:57,17-04-25,Wednesday,1,-3003.75,,10.54828125,10.007169,0.469173225,0.2224728,21.24709628,316.2529037
16-04-25,6,23371.15,23350,103.3,65.8,102.65,62,333.75,248.75,Exit,16-04-25 14:02,16-04-25 15:20,17-04-25,Wednesday,1,-2755,,12.5896875,8.020362,0.432515775,0.261237,21.30380228,312.4461977
17-04-25,0,23353.6,23350,40.25,54.55,34.4,75.1,-1102.5,-1187.5,StopLoss,17-04-25 9:20,17-04-25 9:21,17-04-25,Thursday,0,-1187.5,,4.90546875,6.6490995,0.1449444,0.31643385,12.0159465,-1114.515946
17-04-25,1,23327,23350,24.45,82.75,34.65,76.85,-322.5,-407.5,StopLoss,17-04-25 9:26,17-04-25 9:31,17-04-25,Thursday,0,-1595,,2.97984375,10.0863975,0.145997775,0.323807475,13.5360465,-336.0360465
17-04-25,2,23325.2,23350,38.45,70.75,54.8,57,-195,-280,StopLoss,17-04-25 9:36,17-04-25 9:40,17-04-25,Thursday,0,-1875,,4.68609375,8.6237175,0.2308998,0.2401695,13.78088055,-208.7808805
17-04-25,3,23361.9,23350,91.9,37.25,35.45,52.05,3123.75,3038.75,StopLoss,17-04-25 9:45,17-04-25 10:10,17-04-25,Thursday,0,1163.75,,11.2003125,4.5404025,0.149368575,0.219312675,16.10939625,3107.640604
17-04-25,4,23351.7,23350,38.95,57,51.3,50.95,-472.5,-557.5,StopLoss,17-04-25 10:15,17-04-25 10:18,17-04-25,Thursday,0,606.25,,4.74703125,6.94773,0.21615255,0.214677825,12.12559163,-484.6255916
17-04-25,5,23369.55,23350,55.6,53.2,72.1,44.85,-611.25,-696.25,StopLoss,17-04-25 10:23,17-04-25 10:25,17-04-25,Thursday,0,-90,,6.77625,6.484548,0.30379335,0.188975475,13.75356683,-625.0035668
17-04-25,6,23392.5,23400,54.95,64.4,71.6,60.4,-948.75,-1033.75,StopLoss,17-04-25 10:30,17-04-25 10:41,17-04-25,Thursday,0,-1123.75,,6.69703125,7.849716,0.3016866,0.2544954,15.10292925,-963.8529292
17-04-25,7,23422.75,23400,80,58.35,40.7,73.8,1788.75,1703.75,StopLoss,17-04-25 10:46,17-04-25 11:01,17-04-25,Thursday,0,580,,9.75,7.1122815,0.17148945,0.3109563,17.34472725,1771.405273
17-04-25,8,23383.9,23400,50.25,81.6,63.5,70.75,-180,-265,StopLoss,17-04-25 11:06,17-04-25 11:08,17-04-25,Thursday,0,315,,6.12421875,9.946224,0.26755725,0.298105125,16.63610513,-196.6361051
