datetime,close_ce,close_pe,MinutePnL,CumulativePnL
2025-10-24 10:22:00,120.8,95.9,0.0,0.0
2025-10-24 10:23:00,121.3,95.35,0.05000000000001137,3.7500000000008527
2025-10-24 10:24:00,122.1,93.9,0.6999999999999886,52.49999999999915
2025-10-24 10:25:00,123.45,91.5,1.75,131.25
2025-10-24 10:26:00,121.0,94.95,0.75,56.25
2025-10-24 10:27:00,121.4,93.2,2.099999999999966,157.49999999999744
2025-10-24 10:28:00,113.9,100.95,1.849999999999966,138.74999999999744
2025-10-24 10:29:00,116.1,99.65,0.9499999999999886,71.24999999999915
2025-10-24 10:30:00,115.45,97.75,3.5,262.5
2025-10-24 10:31:00,111.0,102.65,3.049999999999983,228.74999999999872
2025-10-24 10:32:00,112.7,99.6,4.399999999999977,329.9999999999983
2025-10-24 10:33:00,119.8,93.75,3.1499999999999773,236.2499999999983
2025-10-24 10:34:00,118.1,95.0,3.5999999999999943,269.99999999999955
2025-10-24 10:35:00,117.55,94.0,5.149999999999977,386.2499999999983
2025-10-24 10:36:00,117.2,94.9,4.599999999999966,344.99999999999744
2025-10-24 10:37:00,117.25,94.7,4.75,356.25
2025-10-24 10:38:00,117.0,94.9,4.799999999999983,359.99999999999875
2025-10-24 10:39:00,113.25,98.75,4.699999999999989,352.49999999999915
2025-10-24 10:40:00,105.95,106.0,4.75,356.25
2025-10-24 10:41:00,106.55,103.45,6.699999999999989,502.49999999999915
2025-10-24 10:42:00,107.15,102.4,7.149999999999977,536.2499999999983
2025-10-24 10:43:00,106.75,102.4,7.549999999999983,566.2499999999987
2025-10-24 10:44:00,108.35,100.3,8.050000000000011,603.7500000000009
2025-10-24 10:45:00,109.7,99.05,7.949999999999989,596.2499999999991
2025-10-24 10:46:00,102.0,105.0,9.699999999999989,727.4999999999991
2025-10-24 10:47:00,106.05,102.35,8.300000000000011,622.5000000000009
2025-10-24 10:48:00,111.1,97.3,8.300000000000011,622.5000000000009
