total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
9967.499999999785,398.6999999999914,60.0,0.10519992733778803,14541.250000000084,147,64,83,1331.2304687499984,-906.4006024096398,6152.499999999999,-3083.750000000002,1.1324914845891805
