date,reentry,underlying_price,ATM Strike,CE Entry,PE Entry,CE Exit,PE Exit,gross_pnl,net_PnL,ExitReason,EntryTime,ExitTime,expiry,weekday,trading_dy_typ,CumulativePnL
2025-02-07,0,23583.25,23600,204.6,190.2,108.75,229.25,4259.999999999999,4194.999999999997,StopLoss,2025-02-07 09:20:00,2025-02-07 14:15:00,2025-02-13,Friday,,4194.999999999997
2025-02-07,1,23450.05,23450,180.35,143.4,223.85,98.0,142.50000000000043,77.49999999999872,StopLoss,2025-02-07 14:20:00,2025-02-07 15:10:00,2025-02-13,Friday,,4272.499999999996
2025-02-07,2,23569.05,23550,176.2,128.7,165.2,138.85,63.749999999999574,-1.2500000000021316,Exit,2025-02-07 15:15:00,2025-02-07 15:20:00,2025-02-13,Friday,,4271.249999999994
2025-02-10,0,23464.6,23450,175.4,132.35,132.65,168.55,491.24999999999875,426.24999999999704,StopLoss,2025-02-10 09:20:00,2025-02-10 10:09:00,2025-02-13,Monday,,426.24999999999704
2025-02-10,1,23389.0,23400,150.1,155.6,145.0,129.95,2306.25,2241.249999999998,Exit,2025-02-10 10:14:00,2025-02-10 15:20:00,2025-02-13,Monday,,2667.4999999999955
2025-02-11,0,23339.85,23350,149.35,146.8,66.3,189.0,3063.7500000000005,2998.749999999999,StopLoss,2025-02-11 09:20:00,2025-02-11 12:55:00,2025-02-13,Tuesday,,2998.749999999999
2025-02-11,1,23201.45,23200,114.3,133.9,99.8,162.75,-1076.2499999999995,-1141.2500000000014,StopLoss,2025-02-11 13:00:00,2025-02-11 13:06:00,2025-02-13,Tuesday,,1857.4999999999977
2025-02-11,2,23124.15,23100,127.8,131.05,112.65,158.8,-945.0000000000007,-1010.0000000000024,StopLoss,2025-02-11 13:11:00,2025-02-11 13:13:00,2025-02-13,Tuesday,,847.4999999999953
2025-02-11,3,23046.95,23050,151.2,106.8,115.85,130.85,847.4999999999998,782.4999999999981,StopLoss,2025-02-11 13:18:00,2025-02-11 13:33:00,2025-02-13,Tuesday,,1629.9999999999934
2025-02-11,4,23026.85,23050,127.05,120.65,109.15,153.15,-1095.0000000000007,-1160.0000000000023,StopLoss,2025-02-11 13:38:00,2025-02-11 14:07:00,2025-02-13,Tuesday,,469.99999999999113
2025-02-11,5,22988.5,23000,152.9,98.5,187.55,66.35,-187.5,-252.5000000000017,StopLoss,2025-02-11 14:12:00,2025-02-11 14:52:00,2025-02-13,Tuesday,,217.49999999998943
2025-02-11,6,23095.9,23100,105.9,125.65,109.9,121.05,45.00000000000064,-20.000000000001066,Exit,2025-02-11 14:57:00,2025-02-11 15:20:00,2025-02-13,Tuesday,,197.49999999998835
2025-02-12,0,23039.05,23050,110.2,95.05,87.3,116.9,78.74999999999979,13.749999999998082,StopLoss,2025-02-12 09:20:00,2025-02-12 09:28:00,2025-02-13,Wednesday,,13.749999999998082
2025-02-12,1,22995.1,23000,99.7,111.35,61.9,138.8,776.2499999999991,711.2499999999978,StopLoss,2025-02-12 09:33:00,2025-02-12 09:45:00,2025-02-13,Wednesday,,724.9999999999959
2025-02-12,2,22885.65,22900,94.2,106.95,80.15,132.65,-873.7500000000005,-938.7500000000022,StopLoss,2025-02-12 09:50:00,2025-02-12 10:00:00,2025-02-13,Wednesday,,-213.75000000000625
2025-02-12,3,22818.35,22800,139.55,77.0,172.45,58.1,-1049.9999999999984,-1114.9999999999995,StopLoss,2025-02-12 10:05:00,2025-02-12 10:26:00,2025-02-13,Wednesday,,-1328.750000000006
2025-02-12,4,22880.3,22900,96.85,110.6,117.45,82.25,581.249999999999,516.2499999999973,StopLoss,2025-02-12 10:31:00,2025-02-12 10:38:00,2025-02-13,Wednesday,,-812.5000000000086
2025-02-12,5,22909.6,22900,100.55,98.0,124.1,76.75,-172.49999999999977,-237.50000000000148,StopLoss,2025-02-12 10:43:00,2025-02-12 10:46:00,2025-02-13,Wednesday,,-1050.00000000001
2025-02-12,6,22921.95,22900,139.25,77.45,100.45,102.25,1050.0,984.9999999999983,StopLoss,2025-02-12 10:51:00,2025-02-12 11:05:00,2025-02-13,Wednesday,,-65.00000000001182
2025-02-12,7,22881.85,22900,138.4,78.75,197.0,54.6,-2583.7499999999995,-2648.750000000001,StopLoss,2025-02-12 11:10:00,2025-02-12 11:44:00,2025-02-13,Wednesday,,-2713.7500000000127
2025-02-12,8,23009.55,23000,128.1,89.45,155.55,75.2,-990.0000000000013,-1055.000000000003,StopLoss,2025-02-12 11:49:00,2025-02-12 11:55:00,2025-02-13,Wednesday,,-3768.7500000000155
2025-02-12,9,23047.35,23050,136.5,94.3,113.85,116.05,67.50000000000043,2.499999999998721,StopLoss,2025-02-12 12:00:00,2025-02-12 12:24:00,2025-02-13,Wednesday,,-3766.250000000017
2025-02-12,10,23015.2,23000,143.25,89.75,175.15,73.8,-1196.2500000000002,-1261.2500000000018,StopLoss,2025-02-12 12:29:00,2025-02-12 12:33:00,2025-02-13,Wednesday,,-5027.500000000019
2025-02-13,0,23093.5,23100,73.65,68.1,61.2,86.9,-476.2500000000006,-541.2500000000018,StopLoss,2025-02-13 09:20:00,2025-02-13 09:23:00,2025-02-13,Thursday,,-541.2500000000018
2025-02-13,1,23062.05,23050,73.05,107.95,105.1,60.5,1155.0000000000005,1089.9999999999993,StopLoss,2025-02-13 09:28:00,2025-02-13 09:32:00,2025-02-13,Thursday,,548.7499999999975
2025-02-13,2,23081.8,23100,80.1,78.55,97.5,50.3,813.7499999999995,748.7499999999984,StopLoss,2025-02-13 09:37:00,2025-02-13 09:46:00,2025-02-13,Thursday,,1297.499999999996
2025-02-13,3,23139.15,23150,63.1,69.6,81.55,56.8,-423.7499999999999,-488.7500000000005,StopLoss,2025-02-13 09:51:00,2025-02-13 09:53:00,2025-02-13,Thursday,,808.7499999999955
2025-02-13,4,23169.15,23150,82.4,57.15,105.05,19.8,1102.5000000000002,1037.4999999999995,StopLoss,2025-02-13 09:58:00,2025-02-13 11:44:00,2025-02-13,Thursday,,1846.249999999995
2025-02-13,5,23222.45,23200,63.3,29.65,38.8,38.35,1184.9999999999998,1120.0000000000002,StopLoss,2025-02-13 11:49:00,2025-02-13 12:13:00,2025-02-13,Thursday,,2966.2499999999955
2025-02-13,6,23189.85,23200,45.0,27.15,36.1,34.85,89.99999999999969,25.000000000000107,StopLoss,2025-02-13 12:18:00,2025-02-13 12:21:00,2025-02-13,Thursday,,2991.2499999999955
2025-02-13,7,23186.95,23200,35.9,31.7,14.0,52.55,78.75000000000006,13.750000000000483,StopLoss,2025-02-13 12:26:00,2025-02-13 13:14:00,2025-02-13,Thursday,,3004.999999999996
2025-02-13,8,23153.1,23150,39.7,20.9,27.45,35.35,-164.99999999999994,-229.99999999999952,StopLoss,2025-02-13 13:19:00,2025-02-13 13:26:00,2025-02-13,Thursday,,2774.9999999999964
2025-02-13,9,23140.6,23150,27.3,28.6,22.05,43.9,-753.7499999999998,-818.7499999999993,StopLoss,2025-02-13 13:31:00,2025-02-13 13:32:00,2025-02-13,Thursday,,1956.249999999997
2025-02-13,10,23122.65,23100,35.85,45.6,28.1,60.65,-547.4999999999998,-612.4999999999993,StopLoss,2025-02-13 13:37:00,2025-02-13 13:40:00,2025-02-13,Thursday,,1343.7499999999977
2025-02-14,0,23090.5,23100,187.15,164.65,165.8,198.4,-930.0000000000005,-995.0000000000022,StopLoss,2025-02-14 09:20:00,2025-02-14 09:31:00,2025-02-20,Friday,,-995.0000000000022
2025-02-14,1,23021.3,23000,218.0,154.9,167.4,186.5,1425.0,1359.9999999999982,StopLoss,2025-02-14 09:36:00,2025-02-14 10:39:00,2025-02-20,Friday,,364.999999999996
2025-02-14,2,22951.75,22950,186.0,177.15,155.35,213.4,-419.99999999999955,-485.00000000000125,StopLoss,2025-02-14 10:44:00,2025-02-14 11:06:00,2025-02-20,Friday,,-120.00000000000523
2025-02-14,3,22862.0,22850,207.5,155.8,172.8,189.1,105.00000000000043,39.99999999999872,StopLoss,2025-02-14 11:11:00,2025-02-14 13:02:00,2025-02-20,Friday,,-80.00000000000651
2025-02-14,4,22789.35,22800,199.0,163.65,240.0,120.85,135.00000000000085,69.99999999999915,StopLoss,2025-02-14 13:07:00,2025-02-14 14:30:00,2025-02-20,Friday,,-10.000000000007361
2025-02-14,5,22865.9,22850,227.1,127.3,225.05,120.5,663.7499999999985,598.7499999999968,Exit,2025-02-14 14:35:00,2025-02-14 15:20:00,2025-02-20,Friday,,588.7499999999894
2025-02-17,0,22849.0,22850,203.75,153.35,157.5,187.9,877.4999999999991,812.4999999999975,StopLoss,2025-02-17 09:20:00,2025-02-17 09:43:00,2025-02-20,Monday,,812.4999999999975
2025-02-17,1,22767.35,22750,215.05,132.1,274.95,91.05,-1413.7499999999984,-1478.7499999999982,StopLoss,2025-02-17 09:48:00,2025-02-17 10:36:00,2025-02-20,Monday,,-666.2500000000007
2025-02-17,2,22878.55,22900,181.6,151.5,142.25,190.85,0.0,-65.0000000000017,StopLoss,2025-02-17 10:41:00,2025-02-17 11:12:00,2025-02-20,Monday,,-731.2500000000024
2025-02-17,3,22808.45,22800,189.1,143.75,236.4,107.95,-862.500000000001,-927.5000000000027,StopLoss,2025-02-17 11:17:00,2025-02-17 12:00:00,2025-02-20,Monday,,-1658.750000000005
2025-02-17,4,22884.7,22900,164.15,156.05,136.25,194.25,-772.4999999999987,-837.5000000000005,StopLoss,2025-02-17 12:05:00,2025-02-17 12:22:00,2025-02-20,Monday,,-2496.2500000000055
2025-02-17,5,22798.4,22800,191.9,133.25,238.15,101.65,-1098.7500000000005,-1163.750000000002,StopLoss,2025-02-17 12:27:00,2025-02-17 13:33:00,2025-02-20,Monday,,-3660.0000000000077
2025-02-17,6,22893.95,22900,199.4,132.7,202.65,112.8,1248.7499999999993,1183.7499999999977,Exit,2025-02-17 13:38:00,2025-02-17 15:20:00,2025-02-20,Monday,,-2476.25000000001
2025-02-18,0,22922.2,22900,181.7,137.85,119.45,169.55,2291.2499999999977,2226.249999999996,StopLoss,2025-02-18 09:20:00,2025-02-18 10:21:00,2025-02-20,Tuesday,,2226.249999999996
2025-02-18,1,22834.15,22850,139.35,153.95,168.15,109.1,1203.7499999999986,1138.749999999997,StopLoss,2025-02-18 10:26:00,2025-02-18 11:45:00,2025-02-20,Tuesday,,3364.9999999999927
2025-02-18,2,22894.35,22900,126.05,140.5,153.45,103.55,716.2500000000009,651.2499999999991,StopLoss,2025-02-18 11:50:00,2025-02-18 13:44:00,2025-02-20,Tuesday,,4016.249999999992
2025-02-18,3,22921.45,22900,142.7,110.0,135.35,103.65,1027.499999999999,962.4999999999975,Exit,2025-02-18 13:49:00,2025-02-18 15:20:00,2025-02-20,Tuesday,,4978.749999999989
2025-02-19,0,22845.35,22850,118.25,111.9,141.9,68.7,1466.2499999999998,1401.2499999999982,StopLoss,2025-02-19 09:20:00,2025-02-19 09:44:00,2025-02-20,Wednesday,,1401.2499999999982
2025-02-19,1,22912.3,22900,150.85,74.75,202.05,51.3,-2081.250000000001,-2146.2500000000023,StopLoss,2025-02-19 09:49:00,2025-02-19 10:15:00,2025-02-20,Wednesday,,-745.0000000000041
2025-02-19,2,23026.2,23050,117.65,102.45,80.4,127.25,933.7500000000002,868.7499999999985,StopLoss,2025-02-19 10:20:00,2025-02-19 10:51:00,2025-02-20,Wednesday,,123.74999999999443
2025-02-19,3,22979.4,23000,87.4,118.25,106.75,85.65,993.75,928.7499999999983,StopLoss,2025-02-19 10:56:00,2025-02-19 11:59:00,2025-02-20,Wednesday,,1052.4999999999927
2025-02-19,4,23001.85,23000,111.7,81.9,85.2,99.4,675.0,609.9999999999983,StopLoss,2025-02-19 12:04:00,2025-02-19 12:32:00,2025-02-20,Wednesday,,1662.499999999991
2025-02-19,5,22966.25,22950,111.15,75.8,92.0,96.25,-97.49999999999979,-162.50000000000148,StopLoss,2025-02-19 12:37:00,2025-02-19 13:07:00,2025-02-20,Wednesday,,1499.9999999999895
2025-02-19,6,22929.8,22950,94.95,91.1,68.05,117.0,75.0,9.999999999998295,StopLoss,2025-02-19 13:12:00,2025-02-19 14:19:00,2025-02-20,Wednesday,,1509.9999999999877
2025-02-19,7,22887.05,22900,90.9,87.95,110.0,60.1,656.2500000000006,591.2499999999993,StopLoss,2025-02-19 14:24:00,2025-02-19 15:09:00,2025-02-20,Wednesday,,2101.2499999999873
2025-02-19,8,22944.9,22950,78.8,84.9,73.6,90.6,-37.499999999998934,-102.50000000000064,Exit,2025-02-19 15:14:00,2025-02-19 15:20:00,2025-02-20,Wednesday,,1998.7499999999866
2025-02-20,0,22856.0,22850,76.8,60.1,51.8,72.85,918.7500000000006,853.7499999999999,StopLoss,2025-02-20 09:20:00,2025-02-20 09:46:00,2025-02-20,Thursday,,853.7499999999999
2025-02-20,1,22823.9,22800,75.75,44.0,98.65,29.35,-618.7500000000006,-683.7500000000011,StopLoss,2025-02-20 09:51:00,2025-02-20 09:53:00,2025-02-20,Thursday,,169.99999999999875
2025-02-20,2,22860.3,22850,60.1,40.65,77.1,32.7,-678.7499999999998,-743.7499999999999,StopLoss,2025-02-20 09:58:00,2025-02-20 09:59:00,2025-02-20,Thursday,,-573.7500000000011
2025-02-20,3,22883.05,22900,44.75,57.25,60.85,44.25,-232.5000000000001,-297.49999999999966,StopLoss,2025-02-20 10:04:00,2025-02-20 10:22:00,2025-02-20,Thursday,,-871.2500000000008
2025-02-20,4,22904.75,22900,41.75,53.55,51.5,40.7,232.49999999999957,167.5,StopLoss,2025-02-20 10:27:00,2025-02-20 10:36:00,2025-02-20,Thursday,,-703.7500000000008
2025-02-20,5,22902.85,22900,38.95,47.95,47.75,35.1,303.75000000000034,238.75000000000074,StopLoss,2025-02-20 10:41:00,2025-02-20 11:04:00,2025-02-20,Thursday,,-465.00000000000006
2025-02-20,6,22899.85,22900,51.15,35.15,27.1,44.95,1068.7499999999995,1003.7499999999999,StopLoss,2025-02-20 11:09:00,2025-02-20 11:47:00,2025-02-20,Thursday,,538.7499999999998
2025-02-20,7,22881.1,22900,28.0,38.6,12.6,8.85,3386.25,3321.2500000000005,TakeProfit,2025-02-20 11:52:00,2025-02-20 14:24:00,2025-02-20,Thursday,,3860.0
2025-02-21,0,22917.0,22900,181.1,144.65,143.75,174.45,566.2500000000009,501.2499999999991,StopLoss,2025-02-21 09:20:00,2025-02-21 09:45:00,2025-02-27,Friday,,501.2499999999991
2025-02-21,1,22833.15,22850,170.75,155.3,151.3,193.95,-1439.999999999999,-1505.000000000001,StopLoss,2025-02-21 09:50:00,2025-02-21 10:13:00,2025-02-27,Friday,,-1003.7500000000018
2025-02-21,2,22760.7,22750,204.15,140.6,180.7,112.55,3862.500000000001,3797.4999999999995,Exit,2025-02-21 10:18:00,2025-02-21 15:20:00,2025-02-27,Friday,,2793.7499999999977
2025-02-24,0,22625.2,22650,140.95,132.8,81.95,120.75,5328.75,5263.749999999998,Exit,2025-02-24 09:20:00,2025-02-24 15:20:00,2025-02-27,Monday,,5263.749999999998
2025-02-25,0,22549.65,22550,105.9,77.9,127.3,50.25,468.7500000000011,403.7499999999999,StopLoss,2025-02-25 09:20:00,2025-02-25 09:46:00,2025-02-27,Tuesday,,403.7499999999999
2025-02-25,1,22609.0,22600,96.0,60.2,67.8,74.15,1068.75,1003.7499999999989,StopLoss,2025-02-25 09:51:00,2025-02-25 10:18:00,2025-02-27,Tuesday,,1407.4999999999986
2025-02-25,2,22578.4,22600,62.45,74.2,46.8,64.7,1886.2500000000005,1821.2499999999998,Exit,2025-02-25 10:23:00,2025-02-25 15:20:00,2025-02-27,Tuesday,,3228.7499999999986
2025-02-26,0,22568.95,22550,64.45,17.4,54.0,22.2,423.75000000000017,358.75000000000006,StopLoss,2025-02-26 09:20:00,2025-02-27 09:24:00,2025-02-27,Wednesday,,358.75000000000006
2025-02-27,0,22583.15,22600,28.9,32.05,18.25,43.15,-33.75000000000021,-98.74999999999979,StopLoss,2025-02-27 09:20:00,2025-02-27 09:26:00,2025-02-27,Thursday,,-98.74999999999979
2025-02-27,1,22559.65,22550,42.85,22.35,32.9,30.05,168.75000000000026,103.7500000000007,StopLoss,2025-02-27 09:31:00,2025-02-27 09:38:00,2025-02-27,Thursday,,5.0000000000009095
2025-02-27,2,22541.75,22550,32.6,26.2,8.05,19.6,2336.25,2271.25,TakeProfit,2025-02-27 09:43:00,2025-02-27 12:29:00,2025-02-27,Thursday,,2276.250000000001
