total_pnl,avg_daily_pnl,win_rate,sharpe_ratio,max_drawdown,total_trades,winning_trades,losing_trades,avg_win,avg_loss,max_win,max_loss,profit_factor
7677.499999999989,2559.166666666663,100.0,0.9204812658083614,0.0,14,7,7,2178.0357142857147,-1081.250000000002,5799.999999999998,-2892.500000000001,2.014368290668865
